RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,58,213,31,51,0.239,12,1,11,32,98,28,82,0,0.336,0.46,0.796,1.5
2,Patrick WisdomCHC,3B,55,195,32,42,0.215,12,0,12,31,90,23,79,2,0.303,0.462,0.765,0.7
3,Kyle SchwarberPHI,LF,57,209,38,44,0.211,9,0,16,34,101,35,75,3,0.328,0.483,0.811,1
4,Trevor StoryBOS,2B,53,203,32,46,0.227,14,0,9,41,87,24,73,8,0.313,0.429,0.742,1.6
4,Chris TaylorLAD,DH,55,188,25,47,0.25,12,3,6,25,83,24,73,3,0.335,0.441,0.776,0.6
6,Austin RileyATL,3B,59,235,34,62,0.264,13,1,16,35,125,20,72,2,0.332,0.532,0.864,2.1
7,C.J. CronCOL,1B,60,234,34,67,0.286,13,1,14,42,124,15,71,0,0.337,0.53,0.867,1.9
7,Julio RodriguezSEA,CF,58,221,28,59,0.267,9,1,8,28,94,18,71,17,0.331,0.425,0.756,1.7
9,Adam DuvallATL,CF,58,201,25,40,0.199,10,1,4,21,64,14,70,0,0.256,0.318,0.574,-0.9
10,Joey GalloNYY,LF,49,151,18,28,0.185,2,0,8,13,54,20,67,0,0.281,0.358,0.638,0.5
10,Dansby SwansonATL,SS,60,217,36,63,0.29,11,1,7,32,97,21,67,9,0.357,0.447,0.804,2.4
10,Rhys HoskinsPHI,1B,58,221,32,52,0.235,10,1,11,29,97,25,67,0,0.317,0.439,0.756,0.8
10,Adolis GarciaTEX,RF,56,222,32,52,0.234,10,2,12,40,102,11,67,8,0.274,0.459,0.734,1.2
14,Ryan McMahonCOL,2B,59,209,26,49,0.234,11,2,4,30,76,27,66,0,0.329,0.364,0.693,1.2
14,Jared WalshLAA,1B,58,215,28,56,0.26,11,1,11,36,102,13,66,1,0.309,0.474,0.783,0.6
16,Shohei OhtaniLAA,SP,60,231,41,59,0.255,12,0,13,37,110,24,65,7,0.333,0.476,0.81,0.8
17,Jorge SolerMIA,RF,53,200,27,44,0.22,11,0,12,29,91,25,64,0,0.316,0.455,0.771,0.8
