RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,142,511,72,120,0.235,23,2,31,84,240,71,183,0,0.335,0.47,0.805,4.6
1,Kyle SchwarberPHI,LF,140,525,87,112,0.213,20,2,39,81,253,73,183,7,0.312,0.482,0.794,1.2
3,Dansby SwansonATL,SS,146,575,92,161,0.28,30,1,20,87,253,46,166,17,0.334,0.44,0.774,5
4,Adolis GarciaTEX,RF,141,553,81,139,0.251,29,5,25,92,253,37,165,24,0.301,0.458,0.759,3.4
5,Patrick WisdomCHC,3B,122,428,60,90,0.21,25,0,22,59,181,51,164,7,0.303,0.423,0.726,0.8
6,Aaron JudgeNYY,CF,142,525,122,166,0.316,25,0,59,127,368,92,158,16,0.419,0.701,1.12,9.2
7,Matt ChapmanTOR,3B,141,493,77,117,0.237,26,1,26,72,223,57,156,2,0.323,0.452,0.776,3.5
8,C.J. CronCOL,1B,139,536,76,140,0.261,27,3,28,97,257,41,155,0,0.32,0.479,0.799,2.5
9,Tommy PhamBOS/CIN,LF,131,505,85,124,0.246,20,1,16,59,194,52,153,8,0.319,0.384,0.703,0.7
9,Austin RileyATL,3B,144,561,83,156,0.278,37,2,36,91,305,49,153,2,0.349,0.544,0.892,5.7
11,Matt OlsonATL,1B,146,561,75,131,0.234,41,0,28,91,256,68,152,0,0.319,0.456,0.776,2.4
12,Luke VoitSD/WSH,1B,119,438,52,105,0.24,20,0,21,64,188,53,151,1,0.328,0.429,0.757,1.4
13,Chris TaylorLAD,LF,108,365,42,82,0.225,24,3,9,37,139,42,149,10,0.309,0.381,0.69,0.6
14,Rhys HoskinsPHI,1B,141,528,75,131,0.248,27,2,28,71,246,66,146,2,0.337,0.466,0.803,3
15,Joey GalloLAD/NYY,LF,114,321,43,52,0.162,8,2,17,41,115,50,145,3,0.281,0.358,0.639,0.3
15,Shohei OhtaniLAA,SP,141,522,82,139,0.266,26,6,34,89,279,71,145,11,0.357,0.534,0.891,3.5
17,Bo BichetteTOR,SS,145,594,84,168,0.283,41,1,24,89,283,38,144,11,0.327,0.476,0.803,3.3
17,Brandon MarshPHI/LAA,CF,121,380,43,91,0.239,13,4,10,49,142,25,144,10,0.29,0.374,0.663,1.2
19,Franmil ReyesCLE/CHC,DH,105,397,38,89,0.224,15,2,13,42,147,24,143,2,0.268,0.37,0.639,-0.9
19,Willy AdamesMIL,SS,124,497,79,119,0.239,28,0,30,92,237,47,143,7,0.304,0.477,0.781,4.1
21,Christian YelichMIL,LF,138,519,93,136,0.262,23,4,12,53,203,77,142,16,0.362,0.391,0.753,2.7
21,Ryan McMahonCOL,3B,138,474,61,117,0.247,21,3,17,63,195,58,142,7,0.332,0.411,0.743,3
23,Teoscar HernandezTOR,RF,117,443,56,113,0.255,28,1,20,66,203,31,141,6,0.307,0.458,0.765,2.3
24,Julio RodriguezSEA,CF,126,491,80,137,0.279,23,3,27,73,247,40,140,25,0.343,0.503,0.846,5.7
25,Cody BellingerLAD,CF,128,458,66,91,0.199,23,3,17,58,171,38,139,14,0.261,0.373,0.634,1.2
26,Jared WalshLAA,1B,118,423,41,91,0.215,18,2,15,44,158,27,138,2,0.269,0.374,0.642,-0.7
27,Ian HappCHC,LF,142,516,67,141,0.273,38,2,17,67,234,53,137,8,0.346,0.453,0.8,4.4
28,Randy ArozarenaTB,LF,139,533,66,142,0.266,37,2,19,79,240,41,135,30,0.331,0.45,0.781,3
29,Javier BaezDET,SS,130,497,56,120,0.241,26,4,14,58,196,25,133,9,0.283,0.394,0.677,2.4
29,Jorge MateoBAL,SS,133,442,56,99,0.224,22,7,13,48,174,24,133,30,0.271,0.394,0.664,3.1
29,Ryan MountcastleBAL,1B,129,497,57,121,0.243,26,0,22,79,213,35,133,4,0.295,0.429,0.724,1.3
29,Trent GrishamSD,CF,139,424,55,80,0.189,15,2,17,52,150,57,133,6,0.294,0.354,0.648,2.2
33,J.D. MartinezBOS,DH,125,482,66,131,0.272,40,0,11,53,204,49,131,0,0.342,0.423,0.765,0.6
33,Seth BrownOAK,1B,135,450,48,104,0.231,25,2,23,62,202,41,131,8,0.299,0.449,0.748,1.6
35,Josh DonaldsonNYY,3B,119,428,53,95,0.222,26,0,15,56,166,50,130,2,0.31,0.388,0.698,2.6
36,Nathaniel LoweTEX,1B,141,536,67,165,0.308,24,3,25,71,270,42,129,2,0.363,0.504,0.866,3.3
37,Paul GoldschmidtSTL,1B,139,521,103,168,0.322,39,0,35,112,312,76,128,6,0.411,0.599,1.009,7.7
37,Max MuncyLAD,3B,121,418,66,84,0.201,19,1,20,63,165,80,128,2,0.328,0.395,0.723,2.4
37,Bryan ReynoldsPIT,CF,131,489,63,125,0.256,15,4,23,54,217,50,128,6,0.335,0.444,0.778,2.3
40,Kole CalhounTEX,RF,114,368,36,75,0.204,14,1,12,47,127,25,127,2,0.264,0.345,0.609,-1.3
40,Jeremy PenaHOU,SS,122,470,62,117,0.249,18,1,18,50,191,20,127,10,0.285,0.406,0.692,4.1
42,Daulton VarshoARI,RF,135,477,71,116,0.243,22,3,25,69,219,43,126,10,0.309,0.459,0.769,4.6
43,Mike YastrzemskiSF,CF,133,429,61,88,0.205,27,2,12,45,155,56,125,5,0.302,0.361,0.663,1.3
43,Trey ManciniBAL/HOU,DH,130,478,55,120,0.251,21,1,18,62,197,50,125,0,0.332,0.412,0.744,2.1
45,Mike TroutLAA,CF,105,384,74,106,0.276,20,2,36,71,238,47,124,1,0.364,0.62,0.984,5.4
45,Nick CastellanosPHI,RF,128,499,53,132,0.265,27,0,13,61,198,27,124,7,0.305,0.397,0.702,-0.3
45,Francisco LindorNYM,SS,147,572,88,153,0.267,21,4,24,94,254,58,124,16,0.342,0.444,0.786,5.1
45,Christopher MorelCHC,CF,99,343,51,81,0.236,16,4,13,38,144,33,124,10,0.307,0.42,0.727,0.9
49,Bobby Witt Jr.KC,SS,136,532,73,132,0.248,27,6,20,74,231,27,123,27,0.289,0.434,0.724,0.8
50,Trevor StoryBOS,2B,94,357,53,85,0.238,22,0,16,66,155,32,122,13,0.303,0.434,0.737,2.5
