Rank,Player,Strikeouts
1,Wisdom • CHC,68
2,Suarez • SEA,67
3,Schwarber • PHI,66
4,Duvall • ATL,61
NA,Story • BOS,61
NA,Taylor • LAD,61
7,Riley • ATL,60
NA,Swanson • ATL,60
NA,Rodriguez • SEA,60
10,Reyes • CLE,57
NA,Hoskins • PHI,57
