Rank,Player,Strikeouts
1,Suarez • SEA,94
2,Wisdom • CHC,90
3,Schwarber • PHI,87
4,Story • BOS,85
5,Duvall • ATL,84
NA,Riley • ATL,84
NA,Taylor • LAD,84
8,Rodriguez • SEA,83
9,Marsh • LAA,79
10,Cron • COL,78
