RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Franmil ReyesCLE,DH,19,79,5,11,0.139,0,0,2,7,17,3,38,0,0.171,0.215,0.386,-1.1
2,Dansby SwansonATL,SS,23,77,9,18,0.234,6,1,1,8,29,8,31,2,0.302,0.377,0.679,0.3
3,Patrick WisdomCHC,3B,21,70,13,17,0.243,7,0,4,14,36,7,30,0,0.308,0.514,0.822,0.3
3,Julio RodriguezSEA,CF,21,77,10,18,0.234,4,0,1,9,25,7,30,9,0.306,0.325,0.631,0.7
5,Joey VottoCIN,1B,22,74,4,9,0.122,1,0,0,3,10,12,29,0,0.278,0.135,0.413,-0.9
5,Adam DuvallATL,RF,22,80,7,15,0.188,5,0,1,10,23,6,29,0,0.25,0.288,0.538,-0.3
5,Joey GalloNYY,LF,21,61,5,11,0.18,1,0,2,3,18,8,29,0,0.275,0.295,0.57,-0.1
5,Jarred KelenicSEA,CF,21,64,7,9,0.141,2,1,2,8,19,6,29,3,0.211,0.297,0.508,0.2
9,Giancarlo StantonNYY,DH,21,82,5,21,0.256,1,0,4,14,34,4,28,0,0.284,0.415,0.699,0.1
9,Sean MurphyOAK,C,21,81,12,17,0.21,7,1,4,14,38,4,28,0,0.261,0.469,0.73,0.4
9,Willy AdamesMIL,SS,23,87,15,20,0.23,5,0,5,14,40,12,28,1,0.323,0.46,0.783,0.8
9,Cody BellingerLAD,CF,21,77,8,16,0.208,4,1,4,9,34,6,28,3,0.274,0.442,0.715,0.5
13,Eugenio SuarezSEA,3B,21,79,11,17,0.215,6,1,3,11,34,11,27,0,0.311,0.43,0.741,0.3
13,Rhys HoskinsPHI,1B,23,80,11,16,0.2,5,1,2,7,29,12,27,0,0.301,0.363,0.664,-0.2
13,Bo BichetteTOR,SS,23,98,10,21,0.214,2,0,3,10,32,3,27,3,0.238,0.327,0.564,-0.2
13,Shohei OhtaniLAA,DH,22,92,17,21,0.228,4,0,4,12,37,7,27,4,0.283,0.402,0.685,0.2
13,Josh LoweTB,CF,19,64,9,12,0.188,3,2,1,6,22,6,27,1,0.257,0.344,0.601,0.3
18,Jorge SolerMIA,RF,21,81,7,15,0.185,4,0,3,8,28,11,26,0,0.29,0.346,0.636,0.1
18,Kyle SchwarberPHI,DH,21,75,13,15,0.2,3,0,7,16,39,12,26,1,0.318,0.52,0.838,0.6
18,Matt ChapmanTOR,3B,23,82,7,18,0.22,4,0,4,12,34,8,26,0,0.289,0.415,0.704,0.2
