Rank,Player,Strikeouts
1,Reyes • CLE,48
2,Swanson • ATL,42
NA,Wisdom • CHC,42
NA,Suarez • SEA,42
5,Duvall • ATL,40
NA,Taylor • LAD,40
NA,Rodriguez • SEA,40
8,Schwarber • PHI,39
9,McMahon • COL,38
NA,Bellinger • LAD,38
NA,Soler • MIA,38
