RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,111,405,53,92,0.227,20,1,18,58,168,56,150,0,0.329,0.415,0.744,2.5
2,Kyle SchwarberPHI,LF,107,401,70,83,0.207,15,0,34,67,200,58,143,5,0.31,0.499,0.809,1.3
3,Patrick WisdomCHC,3B,105,368,53,81,0.22,22,0,20,52,163,47,142,6,0.315,0.443,0.758,1.4
4,Adolis GarciaTEX,RF,105,412,59,102,0.248,21,4,19,71,188,27,126,15,0.298,0.456,0.754,2.6
5,Dansby SwansonATL,SS,111,431,73,126,0.292,24,1,16,59,200,34,123,14,0.348,0.464,0.812,4
6,Jared WalshLAA,1B,105,383,39,86,0.225,18,2,14,42,150,21,122,1,0.27,0.392,0.662,-0.1
7,C.J. CronCOL,1B,108,422,62,118,0.28,26,2,23,79,217,28,120,0,0.33,0.514,0.845,2.5
7,Matt OlsonATL,1B,111,427,54,106,0.248,36,0,21,70,205,56,120,0,0.338,0.48,0.818,2.3
7,Aaron JudgeNYY,RF,107,406,93,123,0.303,19,0,44,98,274,60,120,11,0.393,0.675,1.068,6.7
7,Brandon MarshPHI/LAA,CF,98,305,36,69,0.226,9,2,8,38,106,23,120,8,0.284,0.348,0.632,0.7
11,Austin RileyATL,3B,109,429,66,128,0.298,33,2,30,74,255,33,119,2,0.359,0.594,0.954,4.8
12,Luke VoitSD/WSH,DH,88,318,41,74,0.233,18,0,15,51,137,42,118,1,0.326,0.431,0.757,1.1
12,Bo BichetteTOR,SS,109,452,62,119,0.263,27,0,17,64,197,27,118,7,0.304,0.436,0.739,1.5
14,Joey GalloLAD/NYY,RF,87,247,33,40,0.162,5,1,12,24,83,40,114,2,0.279,0.336,0.615,0
14,Rhys HoskinsPHI,1B,108,399,60,101,0.253,21,2,24,54,198,52,114,1,0.344,0.496,0.84,2.9
16,Matt ChapmanTOR,3B,104,363,60,88,0.242,18,0,22,59,172,39,113,1,0.322,0.474,0.796,2.6
17,Tommy PhamBOS/CIN,LF,98,370,62,88,0.238,14,1,13,43,143,44,112,7,0.317,0.386,0.704,0.6
18,Christian YelichMIL,LF,104,390,71,102,0.262,18,4,8,35,152,61,110,16,0.365,0.39,0.755,2.2
18,Cody BellingerLAD,CF,101,368,54,78,0.212,20,3,15,48,149,28,110,11,0.269,0.405,0.674,1.7
20,Julio RodriguezSEA,CF,96,365,55,99,0.271,19,2,18,57,176,28,109,21,0.334,0.482,0.816,4
21,Randy ArozarenaTB,LF,104,399,45,102,0.256,24,2,12,51,166,29,108,21,0.317,0.416,0.733,1.6
22,Jorge MateoBAL,SS,102,335,44,73,0.218,15,5,11,34,131,18,107,26,0.267,0.391,0.658,2.3
23,Chris TaylorLAD,LF,77,262,33,61,0.233,20,3,6,29,105,29,106,7,0.312,0.401,0.713,0.2
23,Ryan McMahonCOL,3B,106,363,43,88,0.242,17,3,11,52,144,50,106,7,0.339,0.397,0.736,2.6
23,Shohei OhtaniLAA,SP,107,399,62,102,0.256,17,3,25,66,200,54,106,11,0.348,0.501,0.849,1.9
26,Kole CalhounTEX,RF,97,322,35,68,0.211,14,1,11,43,117,21,105,2,0.269,0.363,0.632,-0.8
26,Trevor StoryBOS,2B,81,307,49,68,0.221,17,0,15,58,130,28,105,10,0.289,0.423,0.713,2.1
26,Franmil ReyesCLE,DH,71,267,24,57,0.213,9,0,9,29,93,14,105,2,0.254,0.348,0.602,-0.9
29,Nick CastellanosPHI,RF,108,417,46,107,0.257,22,0,10,54,159,27,103,5,0.305,0.381,0.686,-0.6
29,Byron BuxtonMIN,CF,83,306,58,68,0.222,13,3,27,49,168,29,103,3,0.301,0.549,0.85,3.3
29,Willy AdamesMIL,SS,87,348,57,78,0.224,17,0,22,63,161,32,103,4,0.289,0.463,0.752,2.2
32,Trent GrishamSD,CF,109,349,44,67,0.192,14,2,13,41,124,45,102,4,0.29,0.355,0.645,1.5
33,Josh DonaldsonNYY,3B,90,324,39,74,0.228,23,0,11,43,130,35,101,2,0.31,0.401,0.711,2.3
33,J.D. MartinezBOS,DH,94,367,53,103,0.281,34,0,9,44,164,34,101,0,0.345,0.447,0.792,0.8
33,Adam DuvallATL,LF,86,287,39,61,0.213,16,1,12,36,115,21,101,0,0.276,0.401,0.677,0
33,Ryan MountcastleBAL,1B,96,376,44,97,0.258,24,0,15,55,166,24,101,4,0.3,0.441,0.742,1.1
33,Ian HappCHC,LF,106,384,46,106,0.276,29,2,9,46,166,44,101,6,0.356,0.432,0.788,3.1
38,Eduardo EscobarNYM,3B,98,369,41,81,0.22,21,3,12,43,144,28,100,0,0.273,0.39,0.663,-0.1
38,Marcell OzunaATL,DH,103,400,48,85,0.213,13,0,19,42,155,27,100,2,0.264,0.388,0.651,-1.1
38,Nathaniel LoweTEX,1B,104,393,48,111,0.282,18,2,16,47,181,28,100,1,0.332,0.461,0.792,1.2
41,Bobby DalbecBOS,1B,98,271,32,55,0.203,7,2,11,32,99,26,98,2,0.277,0.365,0.643,-0.6
42,Mike TroutLAA,CF,79,282,55,76,0.27,17,2,24,51,169,39,97,1,0.368,0.599,0.967,3.8
42,Jake CronenworthSD,2B,110,410,68,97,0.237,23,3,11,57,159,53,97,1,0.34,0.388,0.728,3.4
42,Bobby Witt Jr.KC,SS,100,389,54,98,0.252,19,5,15,56,172,21,97,21,0.295,0.442,0.737,0.8
45,Javier BaezDET,SS,96,368,39,81,0.22,22,2,10,43,137,18,96,4,0.262,0.372,0.634,0.9
46,Avisail GarciaMIA,RF,88,323,29,75,0.232,8,0,7,30,104,13,95,4,0.269,0.322,0.591,-0.8
46,Francisco LindorNYM,SS,110,426,71,114,0.268,17,3,20,79,197,46,95,11,0.344,0.462,0.807,4.3
48,Paul GoldschmidtSTL,1B,103,386,74,127,0.329,30,0,26,84,235,55,94,5,0.413,0.609,1.022,5.7
48,Robbie GrossmanATL/DET,LF,87,283,24,58,0.205,15,1,2,24,81,40,94,3,0.313,0.286,0.599,0.2
48,Daulton VarshoARI,RF,100,355,50,85,0.239,16,2,16,51,153,35,94,7,0.314,0.431,0.745,3
