Rank,Player,Strikeouts
1,Reyes • CLE,38
2,Swanson • ATL,33
3,Duvall • ATL,31
NA,Rodriguez • SEA,31
5,Wisdom • CHC,30
NA,Murphy • OAK,30
NA,Kelenic • SEA,30
8,Votto • CIN,29
NA,Gallo • NYY,29
NA,Bichette • TOR,29
