RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Patrick WisdomCHC,3B,82,294,47,67,0.228,17,0,17,45,135,35,116,6,0.319,0.459,0.779,1.1
2,Eugenio SuarezSEA,3B,86,318,41,77,0.242,17,1,15,44,141,42,114,0,0.336,0.443,0.779,2.2
3,Kyle SchwarberPHI,LF,84,311,61,69,0.222,12,0,28,57,165,52,106,4,0.336,0.531,0.867,1.9
4,Trevor StoryBOS,2B,79,302,49,68,0.225,17,0,15,58,130,28,104,10,0.294,0.43,0.724,2.4
5,Chris TaylorLAD,LF,74,252,32,60,0.238,19,3,6,27,103,29,101,6,0.319,0.409,0.728,0.6
6,Dansby SwansonATL,SS,87,334,54,101,0.302,19,1,14,50,164,26,97,14,0.357,0.491,0.848,3.5
7,Brandon MarshLAA,LF,78,250,27,56,0.224,8,1,6,31,84,17,96,6,0.276,0.336,0.612,0.4
7,Julio RodriguezSEA,CF,86,325,50,89,0.274,17,2,15,44,155,25,96,21,0.334,0.477,0.811,3.5
9,Mike TroutLAA,CF,78,280,55,75,0.268,17,2,24,51,168,39,95,1,0.367,0.6,0.967,3.8
9,Cody BellingerLAD,CF,79,289,40,61,0.211,14,2,11,31,112,23,95,11,0.27,0.388,0.657,1.5
9,Austin RileyATL,3B,85,333,50,94,0.282,21,1,23,56,186,28,95,2,0.349,0.559,0.907,3.2
9,Jared WalshLAA,1B,82,300,33,74,0.247,12,2,13,40,129,15,95,1,0.289,0.43,0.719,0.5
13,Adam DuvallATL,CF,80,267,36,55,0.206,14,1,10,32,101,21,94,0,0.272,0.378,0.65,-0.5
13,Adolis GarciaTEX,RF,80,318,47,78,0.245,16,4,15,51,147,17,94,12,0.284,0.462,0.747,2.4
13,Bo BichetteTOR,SS,86,363,47,94,0.259,20,0,14,48,156,22,94,5,0.301,0.43,0.731,1.2
16,Aaron JudgeNYY,CF,83,318,67,90,0.283,14,0,30,65,194,41,93,7,0.361,0.61,0.971,3.8
17,Joey GalloNYY,RF,70,205,28,34,0.166,4,1,10,21,70,35,92,1,0.288,0.341,0.629,0.2
17,Luke VoitSD,DH,66,241,29,55,0.228,15,0,10,35,100,33,92,1,0.321,0.415,0.736,0.7
17,Rhys HoskinsPHI,1B,85,314,45,79,0.252,18,2,17,42,152,44,92,0,0.345,0.484,0.829,2.1
20,C.J. CronCOL,1B,84,325,49,96,0.295,19,2,20,66,179,23,91,0,0.35,0.551,0.901,2.7
20,Jorge MateoBAL,SS,80,259,30,51,0.197,11,3,6,22,86,15,91,21,0.251,0.332,0.583,1.4
22,Franmil ReyesCLE,DH,53,203,18,43,0.212,8,0,8,25,75,12,89,0,0.257,0.369,0.626,-0.7
22,Randy ArozarenaTB,LF,82,318,40,81,0.255,20,2,10,40,135,18,89,18,0.308,0.425,0.733,1
24,Christian YelichMIL,LF,84,316,56,79,0.25,12,3,8,31,121,44,87,13,0.345,0.383,0.728,1.7
24,Matt OlsonATL,1B,87,335,38,85,0.254,33,0,13,49,157,47,87,0,0.345,0.469,0.814,1.6
24,Ryan McMahonCOL,3B,83,290,34,69,0.238,13,2,7,40,107,36,87,3,0.327,0.369,0.696,1.6
27,Shohei OhtaniLAA,SP,84,316,49,81,0.256,15,1,19,54,155,39,86,10,0.342,0.491,0.832,1.5
28,Nick CastellanosPHI,RF,85,331,35,83,0.251,18,0,8,45,125,21,82,4,0.298,0.378,0.675,-0.8
28,Jorge SolerMIA,LF,67,254,31,55,0.217,13,0,13,34,107,30,82,0,0.306,0.421,0.727,0.6
28,Trent GrishamSD,CF,84,277,31,53,0.191,10,2,8,32,91,35,82,3,0.287,0.329,0.616,1.2
31,Eduardo EscobarNYM,3B,79,301,34,65,0.216,16,3,9,37,114,24,81,0,0.272,0.379,0.651,-0.2
31,Tommy PhamCIN,LF,77,286,50,71,0.248,10,1,11,36,116,38,81,7,0.335,0.406,0.741,0.9
33,Giancarlo StantonNYY,DH,71,258,34,61,0.236,5,0,22,56,132,33,80,0,0.32,0.512,0.831,1.3
33,Robbie GrossmanDET,LF,68,228,20,46,0.202,9,1,2,19,63,31,80,3,0.307,0.276,0.583,0
33,Byron BuxtonMIN,CF,67,251,48,54,0.215,11,2,23,42,138,23,80,2,0.295,0.55,0.845,3
33,Bobby Witt Jr.KC,SS,80,309,43,74,0.239,17,5,12,42,137,19,80,13,0.287,0.443,0.731,1.1
37,Matt ChapmanTOR,3B,81,283,42,62,0.219,14,0,13,40,115,27,79,0,0.293,0.406,0.7,1
37,Bryan ReynoldsPIT,CF,83,303,40,79,0.261,11,3,15,32,141,35,79,3,0.343,0.465,0.808,1.8
39,J.D. MartinezBOS,DH,75,296,49,92,0.311,27,0,9,36,146,30,78,0,0.378,0.493,0.872,1.5
39,Willy AdamesMIL,SS,65,254,44,55,0.217,14,0,17,47,120,25,78,2,0.289,0.472,0.762,1.7
39,Ryan MountcastleBAL,1B,74,289,38,80,0.277,20,0,14,44,142,16,78,4,0.314,0.491,0.805,1.6
39,Andrew VelazquezLAA,SS,77,214,22,35,0.164,6,0,5,20,56,9,78,11,0.206,0.262,0.468,0.8
39,Jesus SanchezMIA,CF,73,253,32,53,0.209,9,3,11,30,101,17,78,1,0.264,0.399,0.663,0.4
44,Avisail GarciaMIA,RF,71,262,24,60,0.229,7,0,6,25,85,9,77,3,0.264,0.324,0.588,-0.6
45,Kole CalhounTEX,RF,77,264,32,61,0.231,13,1,11,39,109,18,76,2,0.286,0.413,0.699,0.2
45,Jake CronenworthSD,2B,85,328,52,77,0.235,21,2,7,44,123,37,76,1,0.328,0.375,0.703,2.6
45,Jack SuwinskiPIT,RF,68,214,32,44,0.206,9,0,14,25,95,22,76,2,0.292,0.444,0.736,1.3
45,Daulton VarshoARI,CF,79,286,39,67,0.234,15,0,12,41,118,21,76,5,0.295,0.413,0.708,1.7
49,Nelson CruzWSH,DH,81,295,39,71,0.241,12,0,8,47,107,36,75,2,0.326,0.363,0.689,0.5
49,Josh DonaldsonNYY,3B,67,246,28,56,0.228,16,0,9,33,99,29,75,2,0.312,0.402,0.714,2
