RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Franmil ReyesCLE,DH,25,102,9,22,0.216,1,0,3,10,32,4,47,0,0.252,0.314,0.566,-0.4
2,Dansby SwansonATL,SS,30,99,15,24,0.242,7,1,2,10,39,11,40,3,0.315,0.394,0.709,0.8
3,Eugenio SuarezSEA,3B,29,105,15,21,0.2,6,1,6,17,47,16,39,0,0.311,0.448,0.759,0.6
4,Adam DuvallATL,RF,29,104,11,20,0.192,6,0,2,14,32,7,38,0,0.252,0.308,0.56,-0.1
4,Patrick WisdomCHC,3B,26,88,15,20,0.227,7,0,5,15,42,7,38,0,0.281,0.477,0.759,-0.1
4,Chris TaylorLAD,DH,25,86,9,22,0.256,6,1,1,11,33,10,38,2,0.327,0.384,0.71,-0.2
7,Julio RodriguezSEA,CF,29,106,12,27,0.255,5,1,1,9,37,9,37,10,0.319,0.349,0.668,0.7
8,Giancarlo StantonNYY,DH,27,104,8,26,0.25,1,0,6,19,45,6,35,0,0.283,0.433,0.716,0.4
8,Trevor StoryBOS,2B,24,93,8,18,0.194,7,0,0,10,25,9,35,1,0.276,0.269,0.545,-0.5
8,Jorge SolerMIA,RF,29,109,8,19,0.174,5,0,4,12,36,14,35,0,0.274,0.33,0.604,0.3
8,Ryan McMahonCOL,2B,28,100,12,25,0.25,7,1,2,13,40,11,35,0,0.342,0.4,0.742,0.7
8,Willy AdamesMIL,SS,30,113,21,25,0.221,6,0,8,22,55,16,35,1,0.323,0.487,0.81,1.1
8,Cody BellingerLAD,CF,27,98,11,21,0.214,6,1,4,10,41,8,35,3,0.28,0.418,0.699,0.8
14,Sean MurphyOAK,C,28,103,15,22,0.214,9,1,4,15,45,6,34,0,0.274,0.437,0.711,0.2
14,Bo BichetteTOR,SS,30,126,15,30,0.238,6,0,3,14,45,5,34,3,0.267,0.357,0.624,-0.3
