Rank,Player,Strikeouts
1,Suarez • SEA,172
2,Schwarber • PHI,162
3,Wisdom • CHC,158
4,García • TEX,149
5,Swanson • ATL,145
6,Judge • NYY,139
7,Walsh • LAA,138
8,Bichette • TOR,135
NA,Voit • 2TM,135
10,Cron • COL,134
