Rank,Player,Strikeouts
1,Suarez • SEA,165
2,Wisdom • CHC,156
NA,Schwarber • PHI,156
4,García • TEX,145
5,Swanson • ATL,138
NA,Walsh • LAA,138
7,Judge • NYY,135
8,Voit • 2TM,134
9,Olson • ATL,130
NA,Riley • ATL,130
NA,Cron • COL,130
NA,Bichette • TOR,130
