RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,104,380,48,89,0.234,19,1,17,54,161,53,141,0,0.333,0.424,0.757,2.2
2,Kyle SchwarberPHI,LF,101,379,66,77,0.203,13,0,33,66,189,56,134,5,0.308,0.499,0.806,1.1
3,Patrick WisdomCHC,3B,98,348,51,78,0.224,22,0,19,50,157,43,132,6,0.317,0.451,0.769,1.5
4,Adolis GarciaTEX,RF,99,390,57,95,0.244,20,4,18,63,177,26,120,15,0.291,0.454,0.745,2.7
5,C.J. CronCOL,1B,102,395,58,110,0.278,23,2,22,72,203,27,117,0,0.331,0.514,0.845,2.7
5,Brandon MarshLAA,LF,93,292,34,66,0.226,9,2,8,37,103,22,117,8,0.284,0.353,0.637,0.9
7,Aaron JudgeNYY,CF,102,386,89,115,0.298,17,0,43,93,261,56,116,10,0.386,0.676,1.062,6.2
8,Dansby SwansonATL,SS,104,399,69,120,0.301,21,1,15,55,188,34,113,14,0.359,0.471,0.83,4.2
9,Matt OlsonATL,1B,104,399,51,100,0.251,35,0,21,67,198,52,111,0,0.34,0.496,0.836,2.4
9,Jared WalshLAA,1B,97,355,37,83,0.234,18,2,13,41,144,20,111,1,0.28,0.406,0.686,0.1
11,Austin RileyATL,3B,102,400,62,120,0.3,31,1,29,68,240,32,110,2,0.361,0.6,0.961,4.7
11,Luke VoitSD,DH,82,298,38,67,0.225,18,0,13,48,124,39,110,1,0.317,0.416,0.733,0.7
13,Rhys HoskinsPHI,1B,102,381,53,95,0.249,20,2,20,48,179,48,109,1,0.336,0.47,0.806,2.4
13,Bo BichetteTOR,SS,102,421,55,109,0.259,24,0,14,56,175,27,109,7,0.302,0.416,0.718,1.3
13,Julio RodriguezSEA,CF,96,365,55,99,0.271,19,2,18,57,176,28,109,21,0.334,0.482,0.816,3.9
16,Cody BellingerLAD,CF,96,350,51,72,0.206,17,3,13,41,134,27,107,11,0.264,0.383,0.647,1.1
17,Joey GalloNYY,RF,82,233,32,37,0.159,4,1,12,24,79,40,106,2,0.282,0.339,0.621,0.1
18,Kole CalhounTEX,RF,97,322,35,68,0.211,14,1,11,43,117,21,105,2,0.269,0.363,0.632,-0.7
18,Trevor StoryBOS,2B,81,307,49,68,0.221,17,0,15,58,130,28,105,10,0.289,0.423,0.713,2.1
18,Randy ArozarenaTB,LF,99,378,43,95,0.251,22,2,12,47,157,27,105,20,0.312,0.415,0.728,1.3
21,Christian YelichMIL,LF,98,369,65,97,0.263,17,4,8,35,146,55,104,14,0.361,0.396,0.757,2
