Rank,Player,Strikeouts
1,Wisdom • CHC,67
2,Schwarber • PHI,64
NA,Suarez • SEA,64
4,Duvall • ATL,60
5,Taylor • LAD,59
6,Riley • ATL,58
NA,Rodriguez • SEA,58
8,Swanson • ATL,57
NA,Story • BOS,57
NA,Reyes • CLE,57
