Rank,Player,Strikeouts
1,Reyes • CLE,31
2,Swanson • ATL,29
NA,Gallo • NYY,29
4,Rodriguez • SEA,28
5,Duvall • ATL,27
6,Murphy • OAK,26
7,Wisdom • CHC,25
NA,Ohtani • LAA,25
NA,Adames • MIL,25
NA,Stanton • NYY,25
NA,Schwarber • PHI,25
NA,Kelenic • SEA,25
