Rank,Player,Strikeouts
1,Reyes • CLE,35
2,Swanson • ATL,30
NA,Rodriguez • SEA,30
4,Duvall • ATL,29
NA,Gallo • NYY,29
6,Wisdom • CHC,28
7,Votto • CIN,27
NA,Ohtani • LAA,27
NA,Adames • MIL,27
NA,Stanton • NYY,27
NA,Murphy • OAK,27
NA,Kelenic • SEA,27
