Rank,Player,Strikeouts
1,Schwarber • PHI,183
NA,Suarez • SEA,183
3,Swanson • ATL,166
4,García • TEX,165
5,Wisdom • CHC,164
6,Judge • NYY,158
7,Chapman • TOR,156
8,Cron • COL,155
NA,Voit • 2TM,155
10,Riley • ATL,153
NA,Pham • 2TM,153
