Rank,Player,Strikeouts
1,Suarez • SEA,133
2,Wisdom • CHC,129
3,Schwarber • PHI,127
4,Marsh • LAA,112
5,Swanson • ATL,110
6,Cron • COL,109
NA,García • TEX,109
8,Olson • ATL,107
NA,Judge • NYY,107
10,Riley • ATL,106
NA,Bichette • TOR,106
