Rank,Player,Strikeouts
1,Suarez • SEA,112
2,Wisdom • CHC,109
3,Schwarber • PHI,104
4,Story • BOS,101
NA,Taylor • LAD,101
6,Duvall • ATL,94
NA,Swanson • ATL,94
NA,Rodriguez • SEA,94
9,Riley • ATL,93
10,Marsh • LAA,92
NA,Trout • LAA,92
NA,Walsh • LAA,92
NA,Bellinger • LAD,92
NA,Gallo • NYY,92
