RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,55,202,31,47,0.233,11,1,11,32,93,25,76,0,0.323,0.46,0.784,1.4
2,Patrick WisdomCHC,3B,53,189,32,42,0.222,12,0,12,31,90,21,75,2,0.305,0.476,0.781,0.8
3,Kyle SchwarberPHI,LF,53,191,33,37,0.194,7,0,14,27,86,35,70,2,0.323,0.45,0.773,0.7
4,Trevor StoryBOS,2B,50,192,31,44,0.229,14,0,9,41,85,23,69,7,0.317,0.443,0.759,1.5
5,Chris TaylorLAD,DH,52,179,25,46,0.257,11,3,6,24,81,21,68,3,0.335,0.453,0.787,0.9
5,Austin RileyATL,3B,55,219,30,57,0.26,13,1,14,31,114,19,68,2,0.331,0.521,0.851,1.9
5,Julio RodriguezSEA,CF,55,209,26,57,0.273,9,1,7,26,89,17,68,17,0.33,0.426,0.756,1.6
8,Adam DuvallATL,CF,55,186,22,37,0.199,9,1,3,18,57,14,65,0,0.26,0.306,0.566,-0.9
9,Rhys HoskinsPHI,1B,54,204,27,45,0.221,9,1,8,25,80,24,64,0,0.307,0.392,0.7,0.3
9,Adolis GarciaTEX,RF,53,209,29,46,0.22,10,2,10,36,90,10,64,7,0.26,0.431,0.691,1.1
11,C.J. CronCOL,1B,55,213,32,62,0.291,11,1,14,41,117,14,63,0,0.343,0.549,0.893,1.9
12,Dansby SwansonATL,SS,56,201,32,56,0.279,10,1,6,26,86,20,62,9,0.348,0.428,0.776,2.1
13,Joey GalloNYY,LF,46,140,15,26,0.186,2,0,6,10,46,20,61,0,0.288,0.329,0.616,0.1
13,Ryan McMahonCOL,2B,54,192,26,46,0.24,11,2,4,27,73,24,61,0,0.333,0.38,0.714,1.2
15,Aaron JudgeNYY,RF,53,203,46,64,0.315,9,0,22,45,139,25,60,3,0.385,0.685,1.07,2.8
15,Jared WalshLAA,1B,54,198,26,49,0.247,10,0,10,33,89,13,60,1,0.3,0.449,0.75,0.8
15,Bo BichetteTOR,SS,55,228,30,59,0.259,14,0,9,30,100,17,60,4,0.31,0.439,0.749,1
15,Shohei OhtaniLAA,SP,56,215,37,52,0.242,11,0,11,32,96,23,60,7,0.324,0.447,0.77,0.7
19,Jorge SolerMIA,RF,50,190,26,42,0.221,11,0,12,29,89,24,59,0,0.315,0.468,0.783,0.6
19,Cody BellingerLAD,CF,51,183,23,38,0.208,12,2,6,21,72,17,59,6,0.279,0.393,0.672,1
21,Christian YelichMIL,LF,54,201,33,45,0.224,9,2,5,21,73,26,58,7,0.316,0.363,0.679,0.4
21,Matt OlsonATL,1B,56,212,22,54,0.255,23,0,7,28,98,35,58,0,0.361,0.462,0.824,1
21,Jorge MateoBAL,SS,51,176,15,37,0.21,9,2,4,15,62,6,58,13,0.24,0.352,0.593,1.4
21,Brandon MarshLAA,CF,51,167,19,41,0.246,5,0,4,27,58,11,58,3,0.295,0.347,0.642,0.6
25,Mike TroutLAA,CF,52,183,39,52,0.284,14,1,14,30,110,27,57,0,0.388,0.601,0.989,2.5
25,Franmil ReyesCLE,DH,35,133,9,26,0.195,2,0,3,12,37,10,57,0,0.255,0.278,0.533,-0.8
25,Pavin SmithARI,RF,51,168,15,36,0.214,6,0,7,25,63,19,57,1,0.295,0.375,0.67,0.3
28,Eduardo EscobarNYM,3B,54,206,27,50,0.243,15,3,5,24,86,22,56,0,0.312,0.417,0.729,0.4
28,Sean MurphyOAK,C,51,184,21,36,0.196,14,1,5,22,67,17,56,0,0.272,0.364,0.636,0.3
28,Trent GrishamSD,CF,54,175,16,31,0.177,9,2,3,19,53,24,56,1,0.284,0.303,0.586,0.3
31,Jake CronenworthSD,SS,55,213,29,46,0.216,9,2,5,28,74,24,55,0,0.303,0.347,0.651,1.4
31,Bobby Witt Jr.KC,SS,53,200,27,43,0.215,13,3,7,28,83,10,55,8,0.262,0.415,0.677,0.5
33,Randy ArozarenaTB,RF,53,205,24,53,0.259,12,2,6,24,87,13,54,10,0.308,0.424,0.732,0.8
33,Pete AlonsoNYM,DH,58,216,38,61,0.282,9,0,16,54,118,23,54,1,0.363,0.546,0.909,1.5
35,Giancarlo StantonNYY,DH,43,161,16,45,0.28,4,0,12,36,85,15,53,0,0.335,0.528,0.863,1
35,Nick CastellanosPHI,LF,55,209,26,52,0.249,13,0,7,29,86,16,53,2,0.306,0.411,0.717,-0.5
35,Marcell OzunaATL,DH,55,215,23,49,0.228,7,0,10,23,86,12,53,2,0.27,0.4,0.67,-0.6
35,Jesus SanchezMIA,RF,49,166,22,38,0.229,6,3,7,20,71,10,53,0,0.279,0.428,0.707,0.4
39,Luke VoitSD,DH,37,132,18,30,0.227,4,0,5,17,49,19,52,1,0.325,0.371,0.696,0.4
40,Salvador PerezKC,C,44,173,17,34,0.197,10,0,8,22,68,6,51,0,0.236,0.393,0.629,0.6
40,Robbie GrossmanDET,LF,42,141,13,28,0.199,6,0,0,10,34,21,51,2,0.311,0.241,0.553,-0.2
40,Jesus AguilarMIA,1B,50,186,16,45,0.242,9,0,6,21,72,18,51,0,0.303,0.387,0.69,0.2
40,Jorge PolancoMIN,SS,53,200,25,48,0.24,9,0,7,31,78,28,51,3,0.33,0.39,0.72,1.4
40,Chad PinderOAK,LF,42,145,14,36,0.248,8,0,5,15,59,7,51,2,0.281,0.407,0.688,-0.3
40,Brett PhillipsTB,RF,39,107,13,19,0.178,4,0,4,10,35,9,51,6,0.246,0.327,0.573,1.1
40,Matt ChapmanTOR,3B,54,186,27,41,0.22,9,0,7,23,71,21,51,0,0.308,0.382,0.69,0.6
40,Daulton VarshoARI,CF,53,185,27,45,0.243,10,0,8,24,79,17,51,3,0.316,0.427,0.743,1.3
48,Avisail GarciaMIA,RF,47,174,15,40,0.23,3,0,3,14,52,5,50,3,0.261,0.299,0.56,-0.4
48,Gary SanchezMIN,C,45,161,16,36,0.224,13,0,7,27,70,10,50,1,0.282,0.435,0.717,0.6
48,Francisco LindorNYM,SS,57,221,39,56,0.253,9,2,9,45,96,25,50,8,0.333,0.434,0.768,1.7
