Rank,Player,Strikeouts
1,Wisdom • CHC,116
2,Suarez • SEA,114
3,Schwarber • PHI,108
4,Story • BOS,105
5,Taylor • LAD,101
6,Swanson • ATL,98
7,Riley • ATL,97
8,Marsh • LAA,96
NA,Rodriguez • SEA,96
NA,García • TEX,96
