RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,96,352,45,83,0.236,19,1,16,51,152,49,131,0,0.335,0.432,0.767,2.4
2,Patrick WisdomCHC,3B,92,327,48,72,0.22,21,0,17,47,144,42,129,6,0.317,0.44,0.758,1.1
3,Kyle SchwarberPHI,LF,94,351,63,71,0.202,12,0,30,59,173,53,125,4,0.31,0.493,0.802,1.1
4,Brandon MarshLAA,LF,87,277,31,61,0.22,8,1,8,36,95,20,111,7,0.277,0.343,0.62,0.7
5,C.J. CronCOL,1B,94,362,57,105,0.29,21,2,22,70,196,27,109,0,0.346,0.541,0.887,2.9
5,Dansby SwansonATL,SS,98,376,63,109,0.29,20,1,15,54,176,31,109,14,0.348,0.468,0.816,3.9
5,Adolis GarciaTEX,RF,91,362,54,90,0.249,17,4,18,59,169,23,109,14,0.294,0.467,0.761,2.5
8,Matt OlsonATL,1B,98,378,45,95,0.251,35,0,18,62,184,49,106,0,0.339,0.487,0.826,2.1
8,Aaron JudgeNYY,CF,94,357,80,105,0.294,16,0,37,81,232,47,106,9,0.376,0.65,1.025,5.1
8,Austin RileyATL,3B,96,377,59,111,0.294,25,1,28,63,222,30,106,2,0.356,0.589,0.945,4.3
11,Trevor StoryBOS,2B,81,307,49,68,0.221,17,0,15,58,130,28,105,10,0.289,0.423,0.713,2.1
11,Bo BichetteTOR,SS,95,397,53,102,0.257,21,0,14,52,165,27,105,7,0.304,0.416,0.719,1
13,Jared WalshLAA,1B,90,330,36,81,0.245,17,2,13,41,141,16,104,1,0.287,0.427,0.714,0.2
14,Luke VoitSD,DH,76,278,35,62,0.223,16,0,12,40,114,37,103,1,0.313,0.41,0.724,0.7
15,Joey GalloNYY,RF,79,229,32,37,0.162,4,1,12,24,79,40,102,2,0.286,0.345,0.631,0.2
15,Franmil ReyesCLE,DH,64,242,22,52,0.215,8,0,9,28,87,13,102,1,0.256,0.36,0.615,-0.7
15,Rhys HoskinsPHI,1B,95,352,49,85,0.241,19,2,19,45,165,46,102,0,0.333,0.469,0.801,2.2
15,Julio RodriguezSEA,CF,91,346,53,95,0.275,18,2,16,52,165,26,102,21,0.337,0.477,0.814,3.5
19,Adam DuvallATL,CF,86,287,39,61,0.213,16,1,12,36,115,21,101,0,0.276,0.401,0.677,0
19,Chris TaylorLAD,LF,74,252,32,60,0.238,19,3,6,27,103,29,101,6,0.319,0.409,0.728,0.4
19,Cody BellingerLAD,CF,89,323,46,66,0.204,14,2,12,35,120,26,101,11,0.266,0.372,0.638,1.4
22,Nick CastellanosPHI,RF,95,371,37,92,0.248,20,0,8,46,136,22,98,4,0.292,0.367,0.659,-1.2
22,Christian YelichMIL,LF,92,344,61,86,0.25,13,4,8,32,131,49,98,13,0.347,0.381,0.728,1.5
22,Ryan McMahonCOL,3B,92,322,37,76,0.236,15,3,7,41,118,41,98,5,0.329,0.366,0.695,1.6
25,Mike TroutLAA,CF,79,282,55,76,0.27,17,2,24,51,169,39,97,1,0.368,0.599,0.967,3.7
26,Kole CalhounTEX,RF,89,299,34,66,0.221,14,1,11,43,115,21,95,2,0.281,0.385,0.666,-0.4
26,Randy ArozarenaTB,LF,92,353,42,90,0.255,21,2,12,44,151,24,95,20,0.314,0.428,0.742,1.1
28,Shohei OhtaniLAA,SP,93,348,53,89,0.256,16,2,20,57,169,45,94,10,0.346,0.486,0.831,1.7
29,Giancarlo StantonNYY,DH,80,289,40,66,0.228,6,0,24,61,144,35,93,0,0.309,0.498,0.807,1.1
29,Jorge MateoBAL,SS,89,290,35,61,0.21,13,4,7,25,103,16,93,23,0.26,0.355,0.616,2
31,Eduardo EscobarNYM,3B,88,338,37,74,0.219,18,3,11,40,131,26,92,0,0.273,0.388,0.661,0
31,Matt ChapmanTOR,3B,90,317,51,75,0.237,18,0,16,49,141,31,92,1,0.312,0.445,0.757,2
33,Tommy PhamCIN,LF,85,318,54,76,0.239,10,1,11,37,121,40,91,7,0.322,0.381,0.703,0.6
33,Byron BuxtonMIN,CF,73,273,50,59,0.216,11,3,23,43,145,24,91,2,0.293,0.531,0.824,2.8
35,Avisail GarciaMIA,RF,83,304,28,70,0.23,8,0,7,30,99,11,90,4,0.265,0.326,0.59,-0.7
35,Jorge SolerMIA,LF,72,270,32,56,0.207,13,0,13,34,108,31,90,0,0.295,0.4,0.695,0.4
37,Trent GrishamSD,CF,94,304,38,58,0.191,11,2,10,35,103,40,88,4,0.289,0.339,0.628,1
