Rank,Player,Strikeouts
1,Suarez • SEA,144
2,Schwarber • PHI,139
3,Wisdom • CHC,137
4,García • TEX,124
5,Cron • COL,120
6,Marsh • 2TM,118
7,Olson • ATL,117
NA,Swanson • ATL,117
9,Judge • NYY,116
NA,Bichette • TOR,116
