Rank,Player,Strikeouts
1,Suarez • SEA,140
2,Schwarber • PHI,132
3,Wisdom • CHC,131
4,García • TEX,119
5,Marsh • LAA,117
6,Cron • COL,115
NA,Judge • NYY,115
8,Swanson • ATL,112
9,Olson • ATL,110
NA,Walsh • LAA,110
NA,Voit • SDP,110
