Rank,Player,Strikeouts
1,Swanson • ATL,26
2,Rodriguez • SEA,25
3,Duvall • ATL,22
NA,Votto • CIN,22
NA,Ohtani • LAA,22
NA,Gallo • NYY,22
NA,Stanton • NYY,22
NA,Murphy • OAK,22
NA,Kelenic • SEA,22
10,Wisdom • CHC,21
NA,Aquino • CIN,21
NA,Reyes • CLE,21
NA,Adell • LAA,21
NA,Bart • SFG,21
NA,Lowe • TBR,21
