RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Kyle SchwarberPHI,LF,153,572,98,124,0.217,21,3,44,92,283,84,199,10,0.32,0.495,0.815,1.9
2,Eugenio SuarezSEA,3B,147,530,73,125,0.236,24,2,31,85,246,73,190,0,0.335,0.464,0.799,4.5
3,Patrick WisdomCHC,3B,132,460,65,96,0.209,27,0,25,66,198,53,180,8,0.3,0.43,0.731,0.9
3,Dansby SwansonATL,SS,159,631,99,175,0.277,31,1,25,96,283,48,180,18,0.329,0.448,0.778,5.6
5,Adolis GarciaTEX,RF,152,592,86,148,0.25,33,5,26,98,269,40,178,25,0.3,0.454,0.755,3.6
6,Luke VoitSD/WSH,1B,132,488,55,112,0.23,22,0,22,69,200,55,174,1,0.313,0.41,0.723,1.1
7,Aaron JudgeNYY,CF,154,559,131,174,0.311,28,0,61,130,385,111,173,16,0.427,0.689,1.116,10.5
8,Matt ChapmanTOR,3B,153,533,82,122,0.229,27,1,27,75,232,66,170,2,0.322,0.435,0.758,3.4
9,Matt OlsonATL,1B,159,602,84,145,0.241,43,0,33,101,287,75,166,0,0.327,0.477,0.804,3.3
10,Willy AdamesMIL,SS,137,554,83,131,0.236,31,0,31,97,255,49,165,8,0.298,0.46,0.758,4.3
10,Rhys HoskinsPHI,1B,154,582,81,145,0.249,33,2,30,78,272,71,165,2,0.335,0.467,0.803,3.1
12,Tommy PhamBOS/CIN,LF,142,548,89,131,0.239,23,1,17,63,207,55,164,8,0.314,0.378,0.692,0.6
13,Austin RileyATL,3B,157,608,90,168,0.276,39,2,38,93,325,55,163,2,0.351,0.535,0.885,6.4
14,C.J. CronCOL,1B,149,572,79,148,0.259,28,3,29,102,269,42,162,0,0.316,0.47,0.786,2.1
15,Joey GalloLAD/NYY,LF,123,342,46,55,0.161,8,2,18,46,121,55,160,3,0.282,0.354,0.636,0.4
15,Chris TaylorLAD,LF,118,402,45,89,0.221,25,3,10,43,150,44,160,10,0.304,0.373,0.677,0.7
17,Christian YelichMIL,LF,151,564,97,141,0.25,25,4,13,56,213,87,156,18,0.354,0.378,0.732,2.6
17,Ryan McMahonCOL,3B,150,522,66,128,0.245,23,3,20,67,217,59,156,7,0.326,0.416,0.742,3
17,Franmil ReyesCLE/CHC,DH,115,428,41,94,0.22,17,2,13,44,154,29,156,2,0.269,0.36,0.629,-1.1
17,Shohei OhtaniLAA,SP,154,574,89,158,0.275,29,6,34,94,301,71,156,11,0.357,0.524,0.882,3.6
21,Randy ArozarenaTB,LF,151,580,71,153,0.264,41,3,20,89,260,45,154,32,0.328,0.448,0.776,2.8
21,Brandon MarshPHI/LAA,CF,131,415,49,101,0.243,16,4,11,51,158,27,154,10,0.292,0.381,0.673,1.4
23,Ryan MountcastleBAL,1B,143,548,62,136,0.248,28,1,22,85,232,43,153,4,0.304,0.423,0.727,1.3
23,Bo BichetteTOR,SS,157,646,89,187,0.289,43,1,24,93,304,41,153,13,0.333,0.471,0.803,3.4
25,Teoscar HernandezTOR,RF,129,491,70,131,0.267,35,1,25,77,243,33,149,6,0.316,0.495,0.81,2.8
26,Cody BellingerLAD,CF,141,494,69,102,0.206,27,3,18,66,189,38,146,14,0.263,0.383,0.646,1.3
26,Ian HappCHC,LF,155,564,72,155,0.275,42,2,17,72,252,58,146,9,0.347,0.447,0.793,4.5
28,Josh DonaldsonNYY,3B,129,467,59,106,0.227,28,0,15,62,179,53,145,2,0.313,0.383,0.696,2.7
28,Javier BaezDET,SS,141,542,63,130,0.24,27,4,16,64,213,26,145,9,0.281,0.393,0.674,2.6
28,Jorge MateoBAL,SS,147,485,62,107,0.221,24,7,13,50,184,26,145,34,0.266,0.379,0.646,3.4
31,Trent GrishamSD,CF,149,440,57,80,0.182,15,2,17,53,150,57,144,6,0.285,0.341,0.625,2.2
31,Seth BrownOAK,1B,147,488,54,112,0.23,26,2,25,69,217,49,144,11,0.303,0.445,0.748,1.6
33,Nathaniel LoweTEX,1B,153,583,73,176,0.302,26,3,27,76,289,46,143,2,0.357,0.496,0.853,3.2
33,Julio RodriguezSEA,CF,129,500,81,140,0.28,24,3,27,73,251,40,143,25,0.342,0.502,0.844,5.7
35,J.D. MartinezBOS,DH,136,524,73,143,0.273,43,1,14,58,230,51,140,0,0.34,0.439,0.779,0.9
35,Bryan ReynoldsPIT,CF,143,534,73,139,0.26,17,4,27,61,245,54,140,7,0.343,0.459,0.802,2.9
35,Daulton VarshoARI,RF,148,519,79,124,0.239,23,3,27,73,234,46,140,15,0.307,0.451,0.758,5.1
38,Paul GoldschmidtSTL,1B,149,556,105,177,0.318,41,0,35,114,323,78,139,7,0.404,0.581,0.985,7.9
39,Max MuncyLAD,3B,133,455,69,90,0.198,22,1,21,69,177,88,138,2,0.33,0.389,0.719,2.8
39,Jared WalshLAA,1B,118,423,41,91,0.215,18,2,15,44,158,27,138,2,0.269,0.374,0.642,-0.7
41,Mike YastrzemskiSF,CF,145,475,73,101,0.213,30,2,17,55,186,60,137,5,0.305,0.392,0.696,1.9
42,Mike TroutLAA,CF,116,426,84,120,0.282,26,2,39,79,267,52,136,1,0.367,0.627,0.994,6.1
43,Giancarlo StantonNYY,DH,108,393,51,82,0.209,7,0,29,76,176,47,135,0,0.291,0.448,0.739,0.4
44,Manny MachadoSD,3B,148,571,99,168,0.294,36,1,32,101,302,63,133,9,0.364,0.529,0.893,6.6
44,Kole CalhounTEX,RF,122,381,36,76,0.199,14,1,12,48,128,27,133,3,0.261,0.336,0.597,-1.4
44,Christopher MorelCHC,CF,110,368,55,88,0.239,19,4,16,46,163,38,133,10,0.314,0.443,0.757,1.4
47,Trey ManciniBAL/HOU,DH,140,510,56,124,0.243,23,1,18,63,203,53,132,0,0.324,0.398,0.722,1.5
47,Jeremy PenaHOU,SS,134,515,71,130,0.252,20,2,21,61,217,22,132,11,0.288,0.421,0.71,4.6
47,Bobby Witt Jr.KC,SS,147,578,81,147,0.254,31,6,20,80,250,30,132,29,0.296,0.433,0.728,1.1
50,Gary SanchezMIN,C,126,410,40,84,0.205,23,0,15,57,152,40,131,2,0.284,0.371,0.654,0.6
