Rank,Player,Strikeouts
1,Wisdom • CHC,116
2,Suarez • SEA,114
3,Schwarber • PHI,106
4,Story • BOS,104
5,Taylor • LAD,101
6,Swanson • ATL,97
7,Marsh • LAA,96
NA,Rodriguez • SEA,96
9,Riley • ATL,95
NA,Trout • LAA,95
NA,Walsh • LAA,95
NA,Bellinger • LAD,95
