RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,41,151,24,34,0.225,9,1,8,21,69,18,56,0,0.316,0.457,0.773,0.8
1,Patrick WisdomCHC,3B,37,128,22,28,0.219,8,0,9,20,63,10,56,0,0.279,0.492,0.771,0.3
3,Franmil ReyesCLE,DH,33,126,9,25,0.198,1,0,3,12,35,9,55,0,0.255,0.278,0.533,-0.7
4,Dansby SwansonATL,SS,41,140,20,32,0.229,7,1,5,19,56,14,54,6,0.301,0.4,0.701,1
5,Kyle SchwarberPHI,DH,39,143,23,29,0.203,6,0,10,22,65,19,53,2,0.303,0.455,0.758,0.2
6,Chris TaylorLAD,DH,37,125,17,30,0.24,8,1,3,15,49,16,52,3,0.326,0.392,0.718,-0.1
7,Julio RodriguezSEA,CF,41,153,16,41,0.268,6,1,3,15,58,11,51,12,0.321,0.379,0.7,0.8
8,Cody BellingerLAD,CF,39,144,18,31,0.215,9,2,5,14,59,13,50,5,0.285,0.41,0.695,1.1
9,Adam DuvallATL,RF,40,141,15,28,0.199,7,0,2,16,41,11,49,0,0.263,0.291,0.554,-0.3
10,Adolis GarciaTEX,RF,39,150,23,31,0.207,6,2,6,25,59,9,48,4,0.258,0.393,0.651,0.4
11,Trevor StoryBOS,2B,36,137,21,31,0.226,8,0,7,29,60,16,45,5,0.31,0.438,0.748,0.8
11,Joey GalloNYY,LF,35,102,11,18,0.176,1,0,5,7,34,17,45,0,0.294,0.333,0.627,0.2
11,Austin RileyATL,3B,40,156,17,35,0.224,9,0,8,18,68,15,45,2,0.309,0.436,0.744,0.3
11,Rhys HoskinsPHI,1B,40,149,22,34,0.228,7,1,7,20,64,17,45,0,0.305,0.43,0.735,0.3
11,Seiya SuzukiCHC,RF,37,126,17,31,0.246,11,1,4,19,56,18,45,1,0.342,0.444,0.787,0.6
16,Giancarlo StantonNYY,DH,38,145,15,43,0.297,3,0,11,35,79,14,44,0,0.352,0.545,0.897,1.3
16,Robbie GrossmanDET,LF,36,123,11,25,0.203,5,0,0,10,30,20,44,2,0.324,0.244,0.568,0.1
16,Aaron JudgeNYY,RF,39,148,33,47,0.318,8,0,15,31,100,18,44,2,0.389,0.676,1.065,2.3
16,Ryan McMahonCOL,2B,39,144,21,37,0.257,8,1,4,21,59,15,44,0,0.34,0.41,0.749,0.9
16,Sean MurphyOAK,C,40,144,17,29,0.201,10,1,4,20,53,12,44,0,0.273,0.368,0.641,0
16,Bo BichetteTOR,SS,41,169,19,41,0.243,8,0,6,21,67,9,44,4,0.281,0.396,0.677,0.4
16,Brandon MarshLAA,CF,39,120,16,32,0.267,4,0,4,24,48,10,44,3,0.326,0.4,0.726,0.7
23,C.J. CronCOL,1B,40,155,26,51,0.329,10,1,11,32,96,10,43,0,0.375,0.619,0.994,2
23,Matt ChapmanTOR,3B,41,140,14,27,0.193,6,0,6,17,51,15,43,0,0.274,0.364,0.638,0.3
23,Jared WalshLAA,1B,40,144,18,34,0.236,5,0,8,26,63,12,43,0,0.299,0.438,0.737,0.3
23,Randy ArozarenaTB,RF,40,155,19,40,0.258,10,1,4,16,64,11,43,7,0.31,0.413,0.722,0.5
23,Shohei OhtaniLAA,P,42,170,30,44,0.259,8,0,9,28,79,14,43,6,0.315,0.465,0.78,0.7
23,Jesus SanchezMIA,RF,37,131,17,29,0.221,4,3,4,13,51,9,43,0,0.282,0.389,0.671,0.3
23,Pavin SmithARI,RF,39,124,9,29,0.234,5,0,4,17,46,13,43,1,0.309,0.371,0.68,0.4
30,Eduardo EscobarNYM,3B,39,143,17,29,0.203,9,2,2,9,48,22,42,0,0.307,0.336,0.643,0
30,Jorge SolerMIA,RF,37,142,14,30,0.211,7,0,8,21,61,16,42,0,0.3,0.43,0.73,0.8
30,Willy AdamesMIL,SS,35,130,23,27,0.208,6,0,9,24,60,17,42,1,0.304,0.462,0.766,1.1
30,Tyler O'NeillSTL,LF,32,118,14,23,0.195,4,1,2,20,35,11,42,3,0.256,0.297,0.552,-0.5
34,Avisail GarciaMIA,RF,37,138,10,29,0.21,3,0,3,10,41,3,41,3,0.236,0.297,0.533,-0.5
34,Jorge PolancoMIN,SS,40,147,17,34,0.231,8,0,4,24,54,24,41,2,0.335,0.367,0.703,1.3
34,Trent GrishamSD,CF,39,130,9,19,0.146,5,2,1,12,31,17,41,0,0.255,0.238,0.493,-0.1
34,Daulton VarshoARI,CF,40,145,20,38,0.262,8,0,7,20,67,13,41,3,0.327,0.462,0.789,1.7
34,Joey BartSF,C,27,74,11,12,0.162,1,0,4,7,25,12,41,1,0.303,0.338,0.641,0.2
39,Nick CastellanosPHI,LF,41,151,20,40,0.265,10,0,5,21,65,13,40,2,0.329,0.43,0.76,0.6
39,Christian YelichMIL,LF,40,148,28,36,0.243,9,1,5,20,62,19,40,6,0.333,0.419,0.752,0.7
39,Jesus AguilarMIA,1B,38,141,12,39,0.277,6,0,5,18,60,14,40,0,0.333,0.426,0.759,0.2
39,Jorge MateoBAL,SS,38,132,13,28,0.212,7,1,2,9,43,6,40,11,0.252,0.326,0.578,0.9
39,Pete AlonsoNYM,DH,43,165,24,46,0.279,7,0,10,37,83,14,40,1,0.349,0.503,0.852,1
39,Sheldon NeuseOAK,3B,38,138,15,36,0.261,3,2,2,15,49,10,40,4,0.32,0.355,0.675,0.8
45,Mike TroutLAA,CF,38,133,35,43,0.323,12,1,12,26,93,24,39,0,0.434,0.699,1.133,2.9
45,Matt OlsonATL,1B,41,153,17,37,0.242,16,0,4,15,65,29,39,0,0.361,0.425,0.785,0.7
45,Hunter RenfroeMIL,RF,38,142,21,38,0.268,7,0,9,19,72,9,39,0,0.305,0.507,0.812,1.1
45,Garrett CooperMIA,RF,37,125,14,32,0.256,10,0,2,15,48,13,39,0,0.342,0.384,0.726,0.3
