Rank,Player,Strikeouts
1,Reyes • CLE,40
2,Swanson • ATL,37
3,Duvall • ATL,36
NA,Rodriguez • SEA,36
5,Wisdom • CHC,34
6,Soler • MIA,32
NA,Murphy • OAK,32
NA,Suarez • SEA,32
9,Riley • ATL,31
NA,Judge • NYY,31
NA,Stanton • NYY,31
NA,Hoskins • PHI,31
NA,Bichette • TOR,31
