RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Franmil ReyesCLE,DH,26,105,9,22,0.21,1,0,3,10,32,5,48,0,0.252,0.305,0.557,-0.5
2,Eugenio SuarezSEA,3B,31,114,15,23,0.202,6,1,6,18,49,16,42,0,0.305,0.43,0.735,0.6
2,Patrick WisdomCHC,3B,28,96,16,22,0.229,7,0,5,16,44,7,42,0,0.286,0.458,0.744,-0.1
2,Dansby SwansonATL,SS,32,106,16,24,0.226,7,1,2,10,39,12,42,4,0.303,0.368,0.67,0.7
5,Adam DuvallATL,RF,31,111,11,21,0.189,6,0,2,14,33,8,40,0,0.252,0.297,0.549,-0.1
5,Chris TaylorLAD,DH,26,89,10,22,0.247,6,1,1,11,33,11,40,2,0.324,0.371,0.694,-0.1
5,Julio RodriguezSEA,CF,31,114,12,29,0.254,5,1,1,11,39,9,40,10,0.315,0.342,0.657,0.7
8,Kyle SchwarberPHI,DH,29,108,16,20,0.185,4,0,7,16,45,14,39,2,0.285,0.417,0.701,0.3
9,Jorge SolerMIA,RF,31,118,10,21,0.178,5,0,5,14,41,14,38,0,0.271,0.347,0.618,0.4
9,Ryan McMahonCOL,2B,30,107,13,26,0.243,7,1,2,13,41,12,38,0,0.336,0.383,0.719,0.9
9,Cody BellingerLAD,CF,29,107,13,22,0.206,7,1,4,11,43,8,38,3,0.267,0.402,0.669,0.7
12,Trevor StoryBOS,2B,26,102,10,21,0.206,7,0,1,14,31,9,37,1,0.281,0.304,0.585,-0.5
12,Sean MurphyOAK,C,31,112,17,24,0.214,10,1,4,17,48,9,37,0,0.286,0.429,0.714,0.2
12,Willy AdamesMIL,SS,32,121,21,26,0.215,6,0,8,23,56,17,37,1,0.317,0.463,0.779,1.1
12,Adolis GarciaTEX,RF,29,110,17,22,0.2,4,1,4,18,40,8,37,4,0.262,0.364,0.626,0.4
16,Matt ChapmanTOR,3B,32,111,11,21,0.189,5,0,5,15,41,12,36,0,0.266,0.369,0.635,0.3
16,Bo BichetteTOR,SS,32,135,15,34,0.252,7,0,3,14,50,6,36,3,0.284,0.37,0.654,-0.3
16,Jarred KelenicSEA,CF,30,86,10,12,0.14,2,1,3,10,25,9,36,4,0.219,0.291,0.509,0
19,Giancarlo StantonNYY,DH,28,108,9,28,0.259,1,0,7,22,50,6,35,0,0.291,0.463,0.754,0.6
19,Rhys HoskinsPHI,1B,30,108,15,24,0.222,7,1,5,16,48,14,35,0,0.309,0.444,0.753,0
19,Brandon MarshLAA,CF,29,91,14,24,0.264,3,0,4,19,39,7,35,3,0.32,0.429,0.749,0.8
22,Aaron JudgeNYY,RF,29,111,21,32,0.288,6,0,10,22,68,11,34,2,0.352,0.613,0.965,1.6
22,Chad PinderOAK,3B,22,83,8,21,0.253,3,0,3,11,33,1,34,1,0.259,0.398,0.656,0
22,Tyler O'NeillSTL,LF,27,101,14,20,0.198,4,1,2,19,32,11,34,3,0.267,0.317,0.584,-0.1
22,Austin RileyATL,3B,31,117,16,28,0.239,8,0,7,14,57,14,34,1,0.341,0.487,0.828,0.6
22,Joey BartSF,C,21,60,10,10,0.167,1,0,3,6,20,10,34,1,0.315,0.333,0.648,0
22,Spencer TorkelsonDET,1B,28,87,6,13,0.149,1,0,3,8,23,12,34,0,0.267,0.264,0.532,-0.1
28,Robbie GrossmanDET,LF,27,91,10,21,0.231,4,0,0,9,25,17,33,1,0.357,0.275,0.632,0.2
28,C.J. CronCOL,1B,31,118,15,35,0.297,7,1,9,24,71,7,33,0,0.344,0.602,0.945,1.4
28,Hunter RenfroeMIL,RF,29,110,16,25,0.227,5,0,8,13,54,6,33,0,0.265,0.491,0.756,0.2
28,Trent GrishamSD,CF,31,104,7,15,0.144,2,2,1,6,24,15,33,0,0.264,0.231,0.495,-0.1
28,Randy ArozarenaTB,RF,31,121,14,27,0.223,10,1,1,9,42,6,33,5,0.266,0.347,0.613,0.1
28,Sheldon NeuseOAK,3B,30,107,13,31,0.29,2,2,2,14,43,8,33,4,0.35,0.402,0.752,0.7
34,Avisail GarciaMIA,RF,28,103,7,21,0.204,3,0,2,7,30,3,32,2,0.241,0.291,0.532,-0.2
34,Bryce HarperPHI,RF,31,119,24,32,0.269,10,1,6,19,62,9,32,6,0.326,0.521,0.847,0.7
34,Joey GalloNYY,LF,27,75,6,14,0.187,1,0,3,4,24,11,32,0,0.291,0.32,0.611,0
34,Shohei OhtaniLAA,P,32,128,24,33,0.258,6,0,6,21,57,11,32,5,0.317,0.445,0.762,0.6
