RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,128,459,63,105,0.229,22,2,24,73,203,66,173,0,0.333,0.442,0.776,3.8
2,Kyle SchwarberPHI,LF,124,462,80,98,0.212,18,1,36,77,226,64,165,6,0.311,0.489,0.8,1.5
3,Patrick WisdomCHC,3B,117,411,60,89,0.217,25,0,22,58,180,51,158,7,0.311,0.438,0.749,1.1
4,Adolis GarciaTEX,CF,124,492,72,127,0.258,25,4,21,80,223,31,150,22,0.305,0.453,0.758,2.9
5,Dansby SwansonATL,SS,130,511,84,147,0.288,29,1,17,77,229,40,146,16,0.341,0.448,0.789,4.7
6,Aaron JudgeNYY,RF,126,468,104,139,0.297,20,0,51,113,312,76,140,14,0.398,0.667,1.064,7.7
7,Luke VoitSD/WSH,1B,102,372,45,83,0.223,18,0,17,55,152,44,138,1,0.314,0.409,0.722,0.7
7,Jared WalshLAA,1B,118,423,41,91,0.215,18,2,15,44,158,27,138,2,0.269,0.374,0.642,-0.7
9,Bo BichetteTOR,SS,126,515,67,135,0.262,32,0,17,66,218,33,135,9,0.307,0.423,0.73,1.2
10,C.J. CronCOL,1B,123,479,67,130,0.271,26,3,24,86,234,33,134,0,0.324,0.489,0.812,2.5
11,Matt ChapmanTOR,3B,122,426,69,101,0.237,21,1,24,64,196,47,133,2,0.321,0.46,0.781,3
11,Rhys HoskinsPHI,1B,128,477,68,118,0.247,23,2,26,65,223,63,133,2,0.34,0.468,0.808,3.1
13,Austin RileyATL,3B,128,500,75,144,0.288,36,2,31,83,277,43,132,2,0.358,0.554,0.912,5.2
13,Brandon MarshPHI/LAA,LF,108,335,38,77,0.23,11,2,9,42,119,24,132,9,0.285,0.355,0.64,0.8
15,Matt OlsonATL,1B,130,503,69,127,0.252,41,0,27,87,249,62,131,0,0.336,0.495,0.831,3.1
15,Chris TaylorLAD,LF,93,317,38,72,0.227,23,3,8,32,125,36,131,8,0.307,0.394,0.702,0.3
17,Tommy PhamBOS/CIN,LF,115,442,75,111,0.251,19,1,15,54,177,47,130,7,0.322,0.4,0.722,1.2
17,Shohei OhtaniLAA,SP,126,465,74,125,0.269,20,6,29,79,244,64,130,11,0.36,0.525,0.885,3
19,Joey GalloLAD/NYY,LF,100,279,40,46,0.165,6,2,15,32,101,48,128,2,0.292,0.362,0.654,0.4
