Rank,Player,Strikeouts
1,Suarez • SEA,84
2,Wisdom • CHC,80
3,Schwarber • PHI,76
4,Riley • ATL,74
NA,Taylor • LAD,74
NA,Rodriguez • SEA,74
7,Story • BOS,73
8,Cron • COL,71
9,Duvall • ATL,70
10,Walsh • LAA,69
NA,Hoskins • PHI,69
