Rank,Player,Strikeouts
1,Wisdom • CHC,117
2,Suarez • SEA,114
3,Schwarber • PHI,109
4,Story • BOS,105
5,Taylor • LAD,101
6,Riley • ATL,99
7,Swanson • ATL,98
NA,García • TEX,98
9,Marsh • LAA,97
NA,Trout • LAA,97
