RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,118,426,56,95,0.223,21,1,20,63,178,60,158,0,0.327,0.418,0.745,2.7
2,Patrick WisdomCHC,3B,112,393,57,86,0.219,23,0,21,55,172,49,151,7,0.313,0.438,0.751,1.2
3,Kyle SchwarberPHI,LF,111,409,71,86,0.21,16,0,34,69,204,59,144,6,0.313,0.499,0.812,1.4
4,Dansby SwansonATL,SS,120,466,76,136,0.292,26,1,16,66,212,38,135,15,0.347,0.455,0.802,4.6
4,Adolis GarciaTEX,RF,114,449,66,114,0.254,23,4,19,74,202,29,135,18,0.302,0.45,0.752,2.8
6,Luke VoitSD/WSH,DH,96,348,44,78,0.224,18,0,16,53,144,44,132,1,0.318,0.414,0.732,0.7
7,Jared WalshLAA,1B,112,405,39,90,0.222,18,2,14,43,154,24,131,2,0.273,0.38,0.653,-0.5
8,Matt OlsonATL,1B,120,464,61,115,0.248,36,0,25,79,226,57,129,0,0.333,0.487,0.82,2.6
8,Aaron JudgeNYY,RF,115,431,98,127,0.295,20,0,46,102,285,68,129,12,0.393,0.661,1.054,6.8
10,C.J. CronCOL,1B,115,447,64,121,0.271,26,3,23,80,222,32,128,0,0.325,0.497,0.822,2.4
11,Brandon MarshPHI/LAA,CF,105,324,36,74,0.228,11,2,8,39,113,24,127,9,0.285,0.349,0.634,0.8
12,Austin RileyATL,3B,118,463,69,134,0.289,34,2,30,75,262,37,125,2,0.355,0.566,0.921,4.8
13,Bo BichetteTOR,SS,115,473,63,123,0.26,28,0,17,64,202,28,124,7,0.3,0.427,0.727,1.4
14,Rhys HoskinsPHI,1B,116,430,62,109,0.253,21,2,26,59,212,58,122,2,0.346,0.493,0.839,3.3
15,Tommy PhamBOS/CIN,LF,106,406,68,98,0.241,16,1,14,49,158,44,121,7,0.314,0.389,0.703,0.7
15,Matt ChapmanTOR,3B,111,388,62,91,0.235,19,0,23,60,179,40,121,1,0.314,0.461,0.775,2.6
17,Christian YelichMIL,LF,112,420,74,105,0.25,18,4,9,37,158,65,120,16,0.354,0.376,0.731,1.9
18,Cody BellingerLAD,CF,106,387,55,79,0.204,20,3,16,50,153,28,119,11,0.259,0.395,0.654,1.2
