Rank,Player,Strikeouts
1,Suarez • SEA,112
2,Wisdom • CHC,109
3,Schwarber • PHI,102
4,Taylor • LAD,101
5,Story • BOS,100
6,Rodriguez • SEA,94
7,Duvall • ATL,93
8,Swanson • ATL,92
NA,Trout • LAA,92
10,Riley • ATL,91
NA,Marsh • LAA,91
NA,Walsh • LAA,91
NA,Gallo • NYY,91
