RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,141,509,71,120,0.236,23,2,31,84,240,70,182,0,0.335,0.472,0.807,4.6
2,Kyle SchwarberPHI,LF,137,514,86,110,0.214,20,2,38,80,248,71,181,7,0.312,0.482,0.794,1.3
3,Dansby SwansonATL,SS,143,564,92,159,0.282,30,1,20,87,251,45,164,17,0.336,0.445,0.781,5.2
4,Patrick WisdomCHC,3B,121,425,60,90,0.212,25,0,22,59,181,51,163,7,0.304,0.426,0.73,0.7
5,Adolis GarciaTEX,RF,138,542,80,137,0.253,29,5,25,92,251,36,162,24,0.302,0.463,0.765,3.4
6,Aaron JudgeNYY,CF,139,513,117,159,0.31,23,0,57,123,353,89,156,16,0.413,0.688,1.102,9.1
7,Matt ChapmanTOR,3B,138,483,73,113,0.234,26,1,24,68,213,56,152,2,0.321,0.441,0.762,3.1
8,C.J. CronCOL,1B,136,526,74,139,0.264,26,3,28,97,255,38,151,0,0.32,0.485,0.805,2.5
9,Tommy PhamBOS/CIN,LF,128,493,83,121,0.245,19,1,16,56,190,51,150,8,0.32,0.385,0.705,0.9
10,Austin RileyATL,3B,141,550,82,153,0.278,36,2,36,90,301,48,149,2,0.349,0.547,0.896,5.6
10,Luke VoitSD/WSH,1B,116,428,50,99,0.231,20,0,20,63,179,51,149,1,0.32,0.418,0.738,1.2
12,Matt OlsonATL,1B,143,549,75,131,0.239,41,0,28,91,256,68,146,0,0.325,0.466,0.792,2.6
13,Joey GalloLAD/NYY,LF,112,314,43,51,0.162,7,2,17,39,113,50,144,2,0.283,0.36,0.643,0.2
13,Rhys HoskinsPHI,1B,140,524,75,131,0.25,27,2,28,71,246,66,144,2,0.339,0.469,0.808,2.9
15,Chris TaylorLAD,LF,105,357,41,81,0.227,24,3,9,36,138,41,143,10,0.311,0.387,0.698,0.5
15,Bo BichetteTOR,SS,142,583,83,166,0.285,41,1,24,88,281,36,143,10,0.327,0.482,0.809,3.4
15,Shohei OhtaniLAA,SP,138,513,80,136,0.265,24,6,34,88,274,69,143,11,0.355,0.534,0.889,3.4
18,Franmil ReyesCLE/CHC,DH,103,390,38,89,0.228,15,2,13,42,147,23,142,2,0.271,0.377,0.648,-0.8
18,Willy AdamesMIL,SS,121,486,75,114,0.235,26,0,28,85,224,44,142,5,0.297,0.461,0.758,3.8
20,Brandon MarshPHI/LAA,CF,118,372,43,90,0.242,13,4,10,49,141,24,141,10,0.291,0.379,0.67,1.2
21,Julio RodriguezSEA,CF,125,487,78,136,0.279,23,3,26,72,243,39,140,25,0.342,0.499,0.841,5.6
22,Christian YelichMIL,LF,135,507,90,132,0.26,22,4,12,52,198,75,138,16,0.36,0.391,0.75,2.6
22,Ryan McMahonCOL,3B,135,463,60,115,0.248,21,3,16,62,190,56,138,7,0.333,0.41,0.743,3
22,Jared WalshLAA,1B,118,423,41,91,0.215,18,2,15,44,158,27,138,2,0.269,0.374,0.642,-0.7
25,Teoscar HernandezTOR,RF,114,432,55,112,0.259,28,1,20,66,202,30,137,6,0.31,0.468,0.778,2.5
25,Cody BellingerLAD,CF,126,451,63,90,0.2,23,3,17,57,170,37,137,12,0.261,0.377,0.638,1
27,Randy ArozarenaTB,LF,138,529,66,142,0.268,37,2,19,79,240,40,135,30,0.332,0.454,0.786,2.9
28,Ian HappCHC,LF,139,504,66,137,0.272,38,2,17,66,230,52,134,8,0.345,0.456,0.801,4.1
29,Ryan MountcastleBAL,1B,127,493,57,121,0.245,26,0,22,79,213,35,133,4,0.296,0.432,0.728,1.3
29,Trent GrishamSD,CF,137,424,55,80,0.189,15,2,17,52,150,57,133,6,0.294,0.354,0.648,2.2
31,Javier BaezDET,SS,127,489,53,114,0.233,25,3,13,56,184,24,132,8,0.274,0.376,0.651,2
32,Jorge MateoBAL,SS,131,436,56,97,0.222,21,7,13,47,171,24,131,30,0.27,0.392,0.662,3.1
33,Max MuncyLAD,3B,118,407,64,81,0.199,18,1,20,61,161,77,128,2,0.325,0.396,0.721,2.4
34,Josh DonaldsonNYY,3B,116,416,50,92,0.221,26,0,13,52,157,49,127,2,0.311,0.377,0.688,2.5
34,J.D. MartinezBOS,DH,122,471,64,128,0.272,38,0,11,52,199,48,127,0,0.342,0.423,0.765,0.6
36,Seth BrownOAK,1B,132,440,47,102,0.232,24,2,22,58,196,38,126,8,0.297,0.445,0.742,1.4
36,Nathaniel LoweTEX,1B,138,525,66,162,0.309,24,3,24,69,264,42,126,2,0.363,0.503,0.866,3.2
38,Kole CalhounTEX,RF,112,366,36,75,0.205,14,1,12,47,127,24,125,2,0.263,0.347,0.61,-1.2
38,Jeremy PenaHOU,SS,120,462,60,115,0.249,18,1,17,48,186,19,125,10,0.285,0.403,0.687,4
40,Nick CastellanosPHI,RF,128,499,53,132,0.265,27,0,13,61,198,27,124,7,0.305,0.397,0.702,-0.3
41,Paul GoldschmidtSTL,1B,136,509,101,165,0.324,37,0,35,110,307,75,122,6,0.413,0.603,1.016,7.6
41,Trevor StoryBOS,2B,94,357,53,85,0.238,22,0,16,66,155,32,122,13,0.303,0.434,0.737,2.4
41,Mike YastrzemskiSF,CF,130,421,61,88,0.209,27,2,12,45,155,56,122,5,0.307,0.368,0.675,1.4
41,Trey ManciniBAL/HOU,DH,127,467,54,118,0.253,21,1,17,61,192,49,122,0,0.334,0.411,0.745,2
41,Bryan ReynoldsPIT,CF,128,478,63,124,0.259,15,4,23,54,216,50,122,6,0.338,0.452,0.79,2.4
46,Daulton VarshoARI,RF,132,465,70,113,0.243,20,3,25,69,214,43,121,10,0.311,0.46,0.771,4.5
47,Mike TroutLAA,CF,102,372,72,104,0.28,20,2,35,70,233,46,120,1,0.368,0.626,0.994,5.4
47,Michael ChavisPIT,1B,122,379,39,91,0.24,16,3,14,48,155,18,120,1,0.275,0.409,0.684,0.3
47,Christopher MorelCHC,CF,96,335,50,81,0.242,16,4,13,38,144,32,120,10,0.312,0.43,0.742,0.9
