Rank,Player,Strikeouts
1,Wisdom • CHC,124
NA,Suarez • SEA,124
3,Schwarber • PHI,120
4,Marsh • LAA,106
5,Story • BOS,105
NA,García • TEX,105
7,Riley • ATL,103
NA,Swanson • ATL,103
9,Rodriguez • SEA,102
10,Duvall • ATL,101
NA,Taylor • LAD,101
