RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,61,225,32,52,0.231,12,1,12,34,102,28,86,0,0.324,0.453,0.778,1.4
2,Patrick WisdomCHC,3B,58,207,32,46,0.222,13,0,12,31,95,23,82,2,0.305,0.459,0.764,0.7
3,Kyle SchwarberPHI,LF,60,219,41,46,0.21,10,0,16,34,104,39,79,3,0.333,0.475,0.808,0.9
4,Julio RodriguezSEA,CF,61,228,29,60,0.263,10,1,8,28,96,20,76,17,0.331,0.421,0.752,1.8
5,Trevor StoryBOS,2B,55,211,32,46,0.218,14,0,9,41,87,24,75,8,0.303,0.412,0.715,1.6
5,Chris TaylorLAD,DH,57,195,25,50,0.256,15,3,6,25,89,24,75,4,0.338,0.456,0.794,0.8
5,Austin RileyATL,3B,62,246,35,62,0.252,13,1,16,35,125,20,75,2,0.326,0.508,0.834,2
8,C.J. CronCOL,1B,62,242,35,70,0.289,13,2,14,43,129,16,73,0,0.341,0.533,0.874,1.9
8,Adam DuvallATL,CF,61,210,30,44,0.21,10,1,7,25,77,17,73,0,0.273,0.367,0.639,-0.4
10,Jared WalshLAA,1B,60,223,28,57,0.256,11,1,11,36,103,13,71,1,0.303,0.462,0.764,0.9
11,Adolis GarciaTEX,RF,59,234,34,57,0.244,10,2,12,41,107,14,70,9,0.29,0.457,0.747,1.3
12,Ryan McMahonCOL,2B,61,216,26,50,0.231,12,2,4,32,78,28,69,0,0.327,0.361,0.688,1.1
12,Dansby SwansonATL,SS,63,230,38,67,0.291,12,1,9,37,108,22,69,9,0.357,0.47,0.826,2.5
12,Rhys HoskinsPHI,1B,61,233,35,58,0.249,12,1,13,36,111,28,69,0,0.333,0.476,0.81,1
15,Joey GalloNYY,LF,51,156,20,29,0.186,3,0,8,15,56,23,68,1,0.291,0.359,0.649,0.3
15,Cody BellingerLAD,CF,56,206,25,42,0.204,13,2,7,23,80,19,68,6,0.274,0.388,0.663,1
17,Jorge SolerMIA,RF,56,213,29,47,0.221,12,0,12,29,95,25,67,0,0.311,0.446,0.757,0.7
17,Brandon MarshLAA,CF,55,185,24,47,0.254,6,0,6,30,71,14,67,3,0.309,0.384,0.693,1
19,Matt OlsonATL,1B,63,241,26,60,0.249,24,0,8,31,108,37,66,0,0.35,0.448,0.798,1
19,Jorge MateoBAL,SS,56,192,18,41,0.214,9,2,4,15,66,8,66,16,0.249,0.344,0.593,1.5
21,Bo BichetteTOR,SS,61,257,34,68,0.265,15,0,10,33,113,17,65,4,0.31,0.44,0.75,1.3
21,Shohei OhtaniLAA,SP,61,235,41,61,0.26,13,0,13,37,113,24,65,7,0.336,0.481,0.817,0.9
23,Christian YelichMIL,LF,60,227,37,55,0.242,9,2,6,22,86,27,64,9,0.326,0.379,0.704,0.9
23,Aaron JudgeNYY,RF,59,227,52,71,0.313,10,0,24,48,153,29,64,3,0.385,0.674,1.059,3.4
25,Luke VoitSD,DH,44,164,22,37,0.226,7,0,7,26,65,19,63,1,0.306,0.396,0.703,0.3
26,Nick CastellanosPHI,LF,61,233,27,60,0.258,14,0,7,31,95,18,62,2,0.314,0.408,0.721,-0.3
26,Trent GrishamSD,CF,61,201,22,37,0.184,10,2,4,22,63,27,62,1,0.287,0.313,0.6,0.6
28,Eduardo EscobarNYM,3B,59,226,29,54,0.239,16,3,5,25,91,22,61,0,0.302,0.403,0.704,0.5
28,Mike TroutLAA,CF,55,194,42,57,0.294,15,1,16,34,122,28,61,0,0.394,0.629,1.023,3.1
28,Pavin SmithARI,RF,58,190,17,37,0.195,6,0,8,26,67,22,61,1,0.279,0.353,0.632,0.1
