RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Kyle SchwarberPHI,LF,154,575,100,126,0.219,21,3,46,94,291,86,199,10,0.324,0.506,0.83,2.2
2,Eugenio SuarezSEA,3B,150,543,76,128,0.236,24,2,31,87,249,73,196,0,0.332,0.459,0.791,4.4
3,Patrick WisdomCHC,3B,133,464,65,96,0.207,27,0,25,66,198,53,183,8,0.298,0.427,0.725,0.9
3,Adolis GarciaTEX,RF,155,601,88,150,0.25,33,5,27,101,274,40,183,25,0.3,0.456,0.756,3.6
5,Dansby SwansonATL,SS,161,639,99,177,0.277,32,1,25,96,286,49,182,18,0.329,0.448,0.777,5.6
6,Luke VoitSD/WSH,1B,134,496,55,113,0.228,22,0,22,69,201,55,177,1,0.31,0.405,0.716,1.1
7,Aaron JudgeNYY,CF,157,570,133,177,0.311,28,0,62,131,391,111,175,16,0.425,0.686,1.111,10.5
8,Matt ChapmanTOR,3B,154,536,83,123,0.229,27,1,27,76,233,67,170,2,0.324,0.435,0.758,3.5
9,Matt OlsonATL,1B,161,611,84,146,0.239,43,0,33,101,288,75,169,0,0.324,0.471,0.796,3.3
10,Austin RileyATL,3B,159,615,90,168,0.273,39,2,38,93,325,57,168,2,0.349,0.528,0.878,6.3
11,Tommy PhamBOS/CIN,LF,144,554,89,131,0.236,23,1,17,63,207,56,167,8,0.312,0.374,0.686,0.5
11,Rhys HoskinsPHI,1B,155,586,81,145,0.247,33,2,30,78,272,72,167,2,0.334,0.464,0.798,2.9
13,Willy AdamesMIL,SS,138,559,83,132,0.236,31,0,31,98,256,49,165,8,0.297,0.458,0.755,4.4
14,C.J. CronCOL,1B,150,575,79,148,0.257,28,3,29,102,269,43,164,0,0.315,0.468,0.783,2.2
15,Joey GalloLAD/NYY,LF,125,347,47,56,0.161,8,2,19,47,125,55,161,3,0.281,0.36,0.641,0.2
16,Christian YelichMIL,LF,153,572,99,145,0.253,25,4,14,57,220,87,160,19,0.356,0.385,0.74,2.8
16,Chris TaylorLAD,LF,118,402,45,89,0.221,25,3,10,43,150,44,160,10,0.304,0.373,0.677,0.6
16,Shohei OhtaniLAA,SP,156,582,90,159,0.273,30,6,34,95,303,72,160,11,0.356,0.521,0.877,3.6
19,Brandon MarshPHI/LAA,CF,133,422,49,103,0.244,17,4,11,51,161,28,158,10,0.294,0.382,0.675,1.4
20,Ryan McMahonCOL,3B,152,526,67,130,0.247,23,3,20,67,219,59,157,7,0.327,0.416,0.743,3
20,Franmil ReyesCLE/CHC,DH,117,433,41,94,0.217,17,2,13,44,154,30,157,2,0.269,0.356,0.625,-1.1
22,Randy ArozarenaTB,LF,152,584,71,153,0.262,41,3,20,89,260,45,155,32,0.326,0.445,0.771,2.8
23,Ryan MountcastleBAL,1B,144,551,62,136,0.247,28,1,22,85,232,43,154,4,0.302,0.421,0.724,1.3
23,Bo BichetteTOR,SS,158,650,90,188,0.289,43,1,24,93,305,41,154,13,0.332,0.469,0.802,3.4
25,Teoscar HernandezTOR,RF,130,495,71,133,0.269,35,1,25,77,245,33,150,6,0.317,0.495,0.812,2.8
26,Cody BellingerLAD,CF,143,500,69,104,0.208,27,3,18,67,191,38,149,14,0.264,0.382,0.646,1.1
26,Trent GrishamSD,CF,151,448,58,82,0.183,16,2,17,53,153,57,149,7,0.284,0.342,0.626,2.3
28,Ian HappCHC,LF,157,572,72,155,0.271,42,2,17,72,252,58,148,9,0.342,0.441,0.783,4.4
29,Josh DonaldsonNYY,3B,131,474,59,106,0.224,28,0,15,62,179,54,147,2,0.31,0.378,0.688,2.6
29,Javier BaezDET,SS,143,552,64,131,0.237,27,4,17,66,217,26,147,9,0.278,0.393,0.671,2.7
29,Nathaniel LoweTEX,1B,156,592,74,178,0.301,26,3,27,76,291,47,147,2,0.356,0.492,0.848,3.2
32,Seth BrownOAK,1B,149,496,55,115,0.232,26,3,25,73,222,51,146,11,0.307,0.448,0.754,1.6
33,J.D. MartinezBOS,DH,138,530,74,144,0.272,43,1,14,58,231,52,145,0,0.34,0.436,0.775,0.8
33,Jorge MateoBAL,SS,148,488,63,108,0.221,24,7,13,50,185,26,145,35,0.267,0.379,0.646,3.3
33,Julio RodriguezSEA,CF,131,509,83,144,0.283,25,3,27,74,256,40,145,25,0.344,0.503,0.847,5.9
36,Daulton VarshoARI,RF,150,527,79,125,0.237,23,3,27,74,235,46,144,16,0.304,0.446,0.75,5.2
37,Paul GoldschmidtSTL,1B,151,561,106,178,0.317,41,0,35,115,324,79,141,7,0.404,0.578,0.981,7.9
37,Mike YastrzemskiSF,CF,147,482,73,102,0.212,30,2,17,55,187,60,141,5,0.303,0.388,0.691,1.8
37,Bryan ReynoldsPIT,CF,145,542,74,142,0.262,19,4,27,62,250,56,141,7,0.345,0.461,0.807,2.9
40,Max MuncyLAD,3B,135,462,69,91,0.197,22,1,21,69,178,89,140,2,0.329,0.385,0.714,2.8
41,Mike TroutLAA,CF,118,435,84,122,0.28,27,2,39,79,270,53,138,1,0.366,0.621,0.986,6
41,Jared WalshLAA,1B,118,423,41,91,0.215,18,2,15,44,158,27,138,2,0.269,0.374,0.642,-0.7
43,Giancarlo StantonNYY,DH,110,398,53,84,0.211,7,0,31,78,184,50,137,0,0.297,0.462,0.759,0.6
44,Kole CalhounTEX,RF,125,388,36,76,0.196,14,1,12,49,128,27,136,3,0.257,0.33,0.587,-1.4
45,Jeremy PenaHOU,SS,136,521,72,132,0.253,20,2,22,63,222,22,135,11,0.289,0.426,0.715,4.6
45,Christopher MorelCHC,CF,112,374,55,88,0.235,19,4,16,46,163,38,135,10,0.309,0.436,0.745,1.3
47,Gary SanchezMIN,C,127,414,40,84,0.203,23,0,15,57,152,40,134,2,0.281,0.367,0.648,0.6
47,Bobby Witt Jr.KC,SS,149,587,82,149,0.254,31,6,20,80,252,30,134,30,0.295,0.429,0.724,1.1
49,Manny MachadoSD,3B,149,574,99,170,0.296,36,1,32,102,304,63,133,9,0.366,0.53,0.895,6.6
49,Francisco LindorNYM,SS,160,626,98,169,0.27,24,5,26,104,281,59,133,16,0.339,0.449,0.788,5.4
