RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Patrick WisdomCHC,3B,52,186,32,42,0.226,12,0,12,31,90,19,74,3,0.303,0.484,0.787,0.8
2,Eugenio SuarezSEA,3B,53,195,31,46,0.236,11,1,11,32,92,23,71,0,0.323,0.472,0.795,1.5
3,Kyle SchwarberPHI,LF,52,188,33,37,0.197,7,0,14,27,86,33,69,2,0.321,0.457,0.779,0.7
4,Chris TaylorLAD,DH,51,176,25,46,0.261,11,3,6,24,81,21,66,3,0.34,0.46,0.8,0.9
5,Trevor StoryBOS,2B,48,183,29,42,0.23,13,0,9,40,82,23,65,7,0.321,0.448,0.769,1.6
5,Adam DuvallATL,CF,54,186,22,37,0.199,9,1,3,18,57,14,65,0,0.26,0.306,0.566,-0.9
7,Austin RileyATL,3B,54,215,30,57,0.265,13,1,14,31,114,19,64,2,0.336,0.53,0.866,1.9
7,Julio RodriguezSEA,CF,53,201,24,55,0.274,9,1,6,24,84,16,64,17,0.33,0.418,0.748,1.5
9,C.J. CronCOL,1B,54,210,32,62,0.295,11,1,14,40,117,14,62,0,0.349,0.557,0.906,1.9
9,Dansby SwansonATL,SS,55,197,32,54,0.274,10,1,6,26,84,20,62,9,0.345,0.426,0.772,2.1
9,Rhys HoskinsPHI,1B,53,199,27,43,0.216,9,1,8,25,78,24,62,0,0.305,0.392,0.697,0.3
9,Adolis GarciaTEX,RF,51,201,29,46,0.229,10,2,10,36,90,9,62,6,0.266,0.448,0.714,1.1
13,Ryan McMahonCOL,2B,53,192,26,46,0.24,11,2,4,27,73,24,61,0,0.333,0.38,0.714,1.2
14,Joey GalloNYY,LF,45,136,14,24,0.176,2,0,6,9,44,19,60,0,0.277,0.324,0.601,0.1
15,Christian YelichMIL,LF,53,197,31,43,0.218,9,2,5,21,71,26,58,7,0.313,0.36,0.673,0.4
15,Jorge SolerMIA,RF,49,186,25,40,0.215,10,0,11,27,83,24,58,0,0.311,0.446,0.758,0.6
15,Aaron JudgeNYY,RF,52,198,44,62,0.313,9,0,21,42,134,24,58,3,0.382,0.677,1.059,2.8
15,Shohei OhtaniLAA,SP,54,207,36,50,0.242,10,0,11,32,93,22,58,7,0.323,0.449,0.773,0.7
19,Franmil ReyesCLE,DH,35,133,9,26,0.195,2,0,3,12,37,10,57,0,0.255,0.278,0.533,-0.8
19,Jorge MateoBAL,SS,50,173,14,36,0.208,9,2,3,12,58,6,57,13,0.239,0.335,0.574,1.4
19,Cody BellingerLAD,CF,50,180,23,38,0.211,12,2,6,21,72,16,57,6,0.279,0.4,0.679,1
19,Jared WalshLAA,1B,52,190,26,49,0.258,10,0,10,33,89,13,57,1,0.312,0.468,0.781,0.9
19,Bo BichetteTOR,SS,53,222,28,56,0.252,14,0,8,27,94,14,57,4,0.297,0.423,0.72,0.9
19,Brandon MarshLAA,CF,49,160,19,41,0.256,5,0,4,27,58,11,57,3,0.307,0.363,0.669,0.6
25,Mike TroutLAA,CF,50,179,38,49,0.274,13,1,13,28,103,26,56,0,0.378,0.575,0.953,2.4
25,Matt OlsonATL,1B,55,208,22,53,0.255,23,0,7,28,97,35,56,0,0.363,0.466,0.83,1
25,Sean MurphyOAK,C,50,181,21,35,0.193,14,1,5,22,66,17,56,0,0.271,0.365,0.636,0.3
25,Pavin SmithARI,RF,50,163,15,35,0.215,6,0,7,25,62,19,56,1,0.297,0.38,0.678,0.3
29,Eduardo EscobarNYM,3B,52,198,24,45,0.227,13,2,4,18,74,22,55,0,0.3,0.374,0.674,0
30,Nick CastellanosPHI,LF,54,205,26,50,0.244,13,0,7,29,84,16,53,2,0.302,0.41,0.712,-0.5
30,Randy ArozarenaTB,RF,52,202,24,53,0.262,12,2,6,24,87,12,53,10,0.309,0.431,0.739,0.7
30,Pete AlonsoNYM,DH,56,212,35,60,0.283,9,0,16,54,117,22,53,1,0.359,0.552,0.911,1.4
30,Jesus SanchezMIA,RF,48,166,22,38,0.229,6,3,7,20,71,10,53,0,0.279,0.428,0.707,0.4
34,Marcell OzunaATL,DH,54,211,23,49,0.232,7,0,10,23,86,12,52,2,0.274,0.408,0.682,-0.6
34,Trent GrishamSD,CF,52,168,15,30,0.179,9,2,3,18,52,24,52,1,0.289,0.31,0.598,0.4
34,Jake CronenworthSD,SS,53,207,27,45,0.217,9,2,5,26,73,22,52,0,0.301,0.353,0.654,1.5
