Rank,Player,Strikeouts
1,Wisdom • CHC,74
2,Suarez • SEA,71
3,Schwarber • PHI,69
4,Taylor • LAD,66
5,Duvall • ATL,65
NA,Story • BOS,65
7,Riley • ATL,64
NA,Rodriguez • SEA,64
9,Swanson • ATL,62
NA,Cron • COL,62
NA,Hoskins • PHI,62
NA,García • TEX,62
