RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Patrick WisdomCHC,3B,45,158,28,36,0.228,10,0,10,25,76,14,67,1,0.297,0.481,0.778,0.6
2,Eugenio SuarezSEA,3B,47,173,25,38,0.22,9,1,9,24,76,20,64,0,0.306,0.439,0.745,1
2,Kyle SchwarberPHI,LF,47,170,27,32,0.188,6,0,11,23,71,27,64,2,0.305,0.418,0.723,-0.1
4,Adam DuvallATL,CF,48,164,17,31,0.189,7,0,2,16,44,14,60,0,0.258,0.268,0.527,-0.7
5,Chris TaylorLAD,DH,45,155,22,39,0.252,10,3,5,22,70,19,59,3,0.333,0.452,0.785,0.6
6,Austin RileyATL,3B,48,188,23,47,0.25,11,0,12,24,94,16,58,2,0.322,0.5,0.822,0.8
6,Julio RodriguezSEA,CF,47,178,21,48,0.27,7,1,6,22,75,12,58,14,0.319,0.421,0.741,1.1
8,Trevor StoryBOS,2B,43,164,26,37,0.226,9,0,9,37,73,20,57,6,0.316,0.445,0.761,1.2
8,Franmil ReyesCLE,DH,35,133,9,26,0.195,2,0,3,12,37,10,57,0,0.255,0.278,0.533,-0.8
8,Dansby SwansonATL,SS,49,171,25,46,0.269,9,1,6,24,75,16,57,8,0.333,0.439,0.772,1.5
11,Cody BellingerLAD,CF,45,163,20,36,0.221,11,2,5,18,66,15,54,6,0.291,0.405,0.695,1.1
11,Rhys HoskinsPHI,1B,48,181,24,39,0.215,8,1,8,24,73,21,54,0,0.296,0.403,0.699,0.3
13,C.J. CronCOL,1B,48,189,30,58,0.307,10,1,13,37,109,12,53,0,0.356,0.577,0.933,2
13,Jared WalshLAA,1B,46,168,23,41,0.244,8,0,10,29,79,12,53,0,0.298,0.47,0.769,0.5
15,Joey GalloNYY,LF,40,120,11,20,0.167,1,0,5,7,36,17,52,0,0.27,0.3,0.57,-0.2
15,Aaron JudgeNYY,RF,46,175,38,54,0.309,9,0,18,37,117,20,52,3,0.376,0.669,1.044,2.3
15,Adolis GarciaTEX,RF,45,177,26,39,0.22,10,2,7,29,74,9,52,4,0.263,0.418,0.681,0.4
