Rank,Player,Strikeouts
1,Suarez • SEA,92
2,Wisdom • CHC,88
3,Schwarber • PHI,84
4,Story • BOS,83
NA,Rodriguez • SEA,83
6,Duvall • ATL,82
NA,Riley • ATL,82
8,Taylor • LAD,80
9,Marsh • LAA,78
10,Cron • COL,77
