Rank,Player,Strikeouts
1,Suarez • SEA,86
2,Wisdom • CHC,82
3,Schwarber • PHI,79
4,Rodriguez • SEA,76
5,Riley • ATL,75
NA,Story • BOS,75
NA,Taylor • LAD,75
8,Duvall • ATL,73
NA,Cron • COL,73
10,Walsh • LAA,71
