Rank,Player,Strikeouts
1,Suarez • SEA,142
2,Schwarber • PHI,137
3,Wisdom • CHC,134
4,García • TEX,122
5,Cron • COL,120
6,Marsh • 2TM,117
7,Swanson • ATL,116
NA,Judge • NYY,116
9,Olson • ATL,115
10,Riley • ATL,113
NA,Bichette • TOR,113
