RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,106,388,49,90,0.232,19,1,18,57,165,54,144,0,0.331,0.425,0.756,2.7
2,Kyle SchwarberPHI,LF,104,388,68,79,0.204,13,0,34,67,194,57,139,5,0.309,0.5,0.809,1.2
3,Patrick WisdomCHC,3B,101,356,53,79,0.222,22,0,20,52,161,46,137,6,0.318,0.452,0.77,1.5
4,Adolis GarciaTEX,RF,102,401,57,98,0.244,20,4,18,65,180,26,124,15,0.293,0.449,0.742,2.5
5,C.J. CronCOL,1B,105,409,58,113,0.276,23,2,22,72,206,27,120,0,0.327,0.504,0.831,2.4
6,Brandon MarshPHI/LAA,CF,95,297,35,67,0.226,9,2,8,37,104,22,118,8,0.283,0.35,0.633,0.7
7,Matt OlsonATL,1B,107,411,52,102,0.248,36,0,21,68,201,53,117,0,0.337,0.489,0.826,2.1
7,Dansby SwansonATL,SS,107,412,71,123,0.299,22,1,15,56,192,34,117,14,0.356,0.466,0.822,4.3
9,Aaron JudgeNYY,RF,103,390,91,117,0.3,17,0,43,93,263,57,116,11,0.389,0.674,1.063,6.1
9,Bo BichetteTOR,SS,105,435,58,113,0.26,26,0,14,56,181,27,116,7,0.302,0.416,0.718,1.5
11,Jared WalshLAA,1B,100,367,38,84,0.229,18,2,14,42,148,20,114,1,0.274,0.403,0.678,0.3
12,Austin RileyATL,3B,105,411,64,122,0.297,32,1,29,69,243,33,113,2,0.359,0.591,0.95,4.7
13,Luke VoitSD/WSH,DH,84,304,39,69,0.227,18,0,13,49,126,40,112,1,0.319,0.414,0.734,0.8
13,Rhys HoskinsPHI,1B,105,388,58,98,0.253,20,2,22,51,188,51,112,1,0.342,0.485,0.827,2.5
15,Cody BellingerLAD,CF,98,358,51,73,0.204,18,3,13,43,136,27,110,11,0.262,0.38,0.641,1.2
16,Julio RodriguezSEA,CF,96,365,55,99,0.271,19,2,18,57,176,28,109,21,0.334,0.482,0.816,4
17,Joey GalloLAD/NYY,RF,84,238,32,39,0.164,4,1,12,24,81,40,108,2,0.284,0.34,0.625,0
17,Randy ArozarenaTB,LF,102,391,44,101,0.258,23,2,12,49,164,28,108,21,0.319,0.419,0.738,1.4
19,Christian YelichMIL,LF,101,379,69,99,0.261,17,4,8,35,148,59,107,16,0.363,0.391,0.754,2.1
19,Matt ChapmanTOR,3B,100,349,57,84,0.241,18,0,21,58,165,37,107,1,0.32,0.473,0.793,2.4
21,Tommy PhamBOS/CIN,LF,95,356,60,84,0.236,13,1,11,39,132,43,106,7,0.317,0.371,0.688,0.7
22,Kole CalhounTEX,RF,97,322,35,68,0.211,14,1,11,43,117,21,105,2,0.269,0.363,0.632,-0.9
22,Trevor StoryBOS,2B,81,307,49,68,0.221,17,0,15,58,130,28,105,10,0.289,0.423,0.713,2.1
22,Ryan McMahonCOL,3B,103,352,39,85,0.241,17,3,9,49,135,47,105,6,0.336,0.384,0.719,2.3
25,Franmil ReyesCLE,DH,70,263,24,56,0.213,9,0,9,28,92,14,104,2,0.254,0.35,0.603,-0.9
25,Jorge MateoBAL,SS,98,323,41,69,0.214,15,5,10,32,124,17,104,26,0.261,0.384,0.645,2.3
