Rank,Player,Strikeouts
1,Wisdom • CHC,74
2,Suarez • SEA,70
3,Schwarber • PHI,67
4,Taylor • LAD,65
5,Duvall • ATL,63
NA,Rodriguez • SEA,63
7,Riley • ATL,62
NA,Swanson • ATL,62
NA,Story • BOS,62
NA,Cron • COL,62
