Rank,Player,Strikeouts
1,Suarez • SEA,181
2,Schwarber • PHI,179
3,Swanson • ATL,162
4,Wisdom • CHC,161
NA,García • TEX,161
6,Judge • NYY,154
7,Chapman • TOR,151
8,Pham • 2TM,150
9,Cron • COL,149
NA,Voit • 2TM,149
