Rank,Player,Strikeouts
1,Suarez • SEA,173
2,Schwarber • PHI,167
3,Wisdom • CHC,158
4,García • TEX,154
5,Swanson • ATL,150
6,Judge • NYY,142
7,Voit • 2TM,141
8,Walsh • LAA,138
9,Cron • COL,137
10,Olson • ATL,135
NA,Riley • ATL,135
NA,Bichette • TOR,135
NA,Pham • 2TM,135
