Rank,Player,Strikeouts
1,Suarez • SEA,69
2,Wisdom • CHC,68
3,Schwarber • PHI,66
4,Riley • ATL,62
5,Duvall • ATL,61
NA,Story • BOS,61
NA,Taylor • LAD,61
8,Swanson • ATL,60
NA,Rodriguez • SEA,60
10,Reyes • CLE,57
NA,Cron • COL,57
NA,McMahon • COL,57
NA,Hoskins • PHI,57
