Rank,Player,Strikeouts
1,Suarez • SEA,112
2,Wisdom • CHC,106
3,Taylor • LAD,101
NA,Schwarber • PHI,101
5,Story • BOS,99
6,Rodriguez • SEA,94
7,Duvall • ATL,93
8,Swanson • ATL,92
9,Riley • ATL,91
NA,Marsh • LAA,91
