Rank,Player,Strikeouts
1,Suarez • SEA,156
2,Wisdom • CHC,150
3,Schwarber • PHI,144
4,García • TEX,133
5,Swanson • ATL,131
6,Voit • 2TM,130
7,Walsh • LAA,129
8,Judge • NYY,128
9,Marsh • 2TM,127
10,Cron • COL,126
