Rank,Player,Strikeouts
1,Suarez • SEA,105
2,Wisdom • CHC,99
3,Schwarber • PHI,94
4,Taylor • LAD,92
5,Duvall • ATL,91
NA,Story • BOS,91
7,Rodriguez • SEA,89
8,Riley • ATL,88
NA,Marsh • LAA,88
10,Swanson • ATL,86
NA,Cron • COL,86
