Rank,Player,Strikeouts
1,Suarez • SEA,152
2,Schwarber • PHI,144
3,Wisdom • CHC,143
4,García • TEX,129
5,Swanson • ATL,126
6,Cron • COL,124
7,Walsh • LAA,123
NA,Marsh • 2TM,123
9,Voit • 2TM,122
10,Judge • NYY,121
