Rank,Player,Strikeouts
1,Suarez • SEA,64
2,Wisdom • CHC,63
NA,Schwarber • PHI,63
4,Duvall • ATL,59
NA,Taylor • LAD,59
6,Rodriguez • SEA,58
7,Riley • ATL,57
NA,Reyes • CLE,57
9,Swanson • ATL,56
NA,Story • BOS,56
