Rank,Player,Strikeouts
1,Schwarber • PHI,195
2,Suarez • SEA,187
3,Swanson • ATL,178
4,Wisdom • CHC,174
NA,García • TEX,174
6,Judge • NYY,167
NA,Voit • 2TM,167
8,Chapman • TOR,166
9,Olson • ATL,163
NA,Pham • 2TM,163
