RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,129,463,64,107,0.231,22,2,25,75,208,66,173,0,0.335,0.449,0.784,4
2,Kyle SchwarberPHI,LF,125,468,81,100,0.214,18,1,36,78,228,65,167,6,0.312,0.487,0.799,1.6
3,Patrick WisdomCHC,3B,117,411,60,89,0.217,25,0,22,58,180,51,158,7,0.311,0.438,0.749,1.2
4,Adolis GarciaTEX,CF,125,496,72,127,0.256,25,4,21,80,223,31,152,22,0.303,0.45,0.752,2.9
5,Dansby SwansonATL,SS,131,513,85,147,0.287,29,1,17,77,229,42,147,16,0.342,0.446,0.789,4.7
6,Aaron JudgeNYY,RF,127,470,104,139,0.296,20,0,51,113,312,78,142,15,0.399,0.664,1.062,7.8
7,Luke VoitSD/WSH,1B,103,376,46,84,0.223,18,0,18,57,156,44,139,1,0.313,0.415,0.728,0.8
8,Jared WalshLAA,1B,118,423,41,91,0.215,18,2,15,44,158,27,138,2,0.269,0.374,0.642,-0.7
9,C.J. CronCOL,1B,124,483,67,131,0.271,26,3,24,86,235,33,135,0,0.323,0.487,0.81,2.5
9,Bo BichetteTOR,SS,127,519,67,135,0.26,32,0,17,66,218,33,135,9,0.305,0.42,0.725,1.1
11,Austin RileyATL,3B,129,504,76,145,0.288,36,2,32,85,281,43,134,2,0.357,0.558,0.915,5.2
12,Matt ChapmanTOR,3B,123,430,69,102,0.237,22,1,24,64,198,47,133,2,0.32,0.46,0.781,3
12,Rhys HoskinsPHI,1B,129,483,70,121,0.251,25,2,26,66,228,64,133,2,0.343,0.472,0.815,3
12,Brandon MarshPHI/LAA,LF,109,341,40,80,0.235,11,3,9,45,124,24,133,9,0.288,0.364,0.652,1
15,Tommy PhamBOS/CIN,LF,116,446,76,112,0.251,19,1,15,54,178,47,132,7,0.323,0.399,0.722,1.1
15,Matt OlsonATL,1B,131,507,69,127,0.25,41,0,27,87,249,62,132,0,0.334,0.491,0.825,3
17,Chris TaylorLAD,LF,93,317,38,72,0.227,23,3,8,32,125,36,131,8,0.307,0.394,0.702,0.3
17,Shohei OhtaniLAA,SP,127,469,75,126,0.269,20,6,30,82,248,64,131,11,0.359,0.529,0.888,3.1
19,Joey GalloLAD/NYY,LF,101,282,40,46,0.163,6,2,15,32,101,48,129,2,0.289,0.358,0.647,0.3
19,Ryan McMahonCOL,3B,124,427,52,106,0.248,20,3,13,58,171,52,129,7,0.333,0.4,0.734,2.7
19,Julio RodriguezSEA,CF,113,440,67,117,0.266,21,3,21,65,207,33,129,23,0.326,0.47,0.797,4.5
22,Franmil ReyesCLE/CHC,RF,92,350,34,80,0.229,14,2,13,39,137,18,128,2,0.266,0.391,0.658,-0.6
23,Christian YelichMIL,LF,124,466,83,121,0.26,19,4,11,45,181,71,127,16,0.361,0.388,0.749,2.4
23,Randy ArozarenaTB,LF,124,473,58,127,0.268,31,2,18,70,216,39,127,27,0.337,0.457,0.793,2.7
25,Willy AdamesMIL,SS,107,430,67,99,0.23,21,0,26,77,198,38,126,5,0.292,0.46,0.752,3.1
26,Ian HappCHC,LF,128,467,60,130,0.278,35,2,15,63,214,49,125,7,0.351,0.458,0.809,3.7
27,Cody BellingerLAD,CF,116,421,59,86,0.204,22,3,17,54,165,32,124,11,0.261,0.392,0.653,1.3
28,Nick CastellanosPHI,RF,127,497,53,132,0.266,27,0,13,61,198,27,123,7,0.306,0.398,0.705,-0.3
28,Jorge MateoBAL,SS,121,402,52,91,0.226,20,6,12,43,159,22,123,28,0.274,0.396,0.67,2.9
30,Ryan MountcastleBAL,1B,114,444,51,108,0.243,24,0,18,66,186,30,122,4,0.29,0.419,0.709,0.8
31,Josh DonaldsonNYY,3B,108,387,46,86,0.222,26,0,12,50,148,44,121,2,0.308,0.382,0.691,2.4
31,Trent GrishamSD,CF,127,395,52,77,0.195,15,2,16,49,144,54,121,5,0.3,0.365,0.664,2.2
