RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,64,236,32,56,0.237,12,1,12,35,106,29,88,0,0.328,0.449,0.778,1.8
2,Patrick WisdomCHC,3B,61,215,32,48,0.223,13,0,12,31,97,24,85,2,0.309,0.451,0.76,0.6
3,Kyle SchwarberPHI,LF,64,233,47,50,0.215,11,0,18,37,115,44,84,3,0.343,0.494,0.836,1.3
4,Trevor StoryBOS,2B,58,224,32,49,0.219,14,0,9,44,90,25,81,8,0.302,0.402,0.704,1.4
5,Julio RodriguezSEA,CF,64,240,30,64,0.267,11,1,8,29,101,20,80,17,0.331,0.421,0.752,2
6,Austin RileyATL,3B,64,255,37,65,0.255,13,1,18,39,134,20,79,2,0.326,0.525,0.852,2.3
7,Chris TaylorLAD,DH,59,201,25,50,0.249,15,3,6,25,89,25,78,4,0.332,0.443,0.775,0.7
8,Adam DuvallATL,CF,63,216,30,44,0.204,10,1,7,25,77,20,76,0,0.275,0.356,0.631,-0.4
9,C.J. CronCOL,1B,65,254,38,74,0.291,14,2,16,49,140,16,75,0,0.339,0.551,0.891,1.7
10,Brandon MarshLAA,CF,58,194,24,47,0.242,6,0,6,30,71,14,74,3,0.296,0.366,0.662,1
11,Rhys HoskinsPHI,1B,65,249,37,62,0.249,13,2,13,36,118,30,73,0,0.333,0.474,0.807,1.4
12,Ryan McMahonCOL,2B,63,224,27,51,0.228,12,2,4,32,79,28,72,0,0.32,0.353,0.673,0.9
12,Dansby SwansonATL,SS,65,238,39,69,0.29,12,1,9,37,110,23,72,9,0.356,0.462,0.818,2.7
12,Adolis GarciaTEX,RF,62,245,36,60,0.245,11,2,12,43,111,14,72,10,0.288,0.453,0.741,1.8
12,Jared WalshLAA,1B,62,230,28,58,0.252,11,1,11,36,104,13,72,1,0.301,0.452,0.753,0.8
16,Jorge SolerMIA,RF,58,220,29,49,0.223,13,0,12,30,98,27,71,0,0.316,0.445,0.761,0.7
16,Joey GalloNYY,LF,53,162,22,31,0.191,4,0,9,18,62,24,71,1,0.296,0.383,0.678,0.2
16,Jorge MateoBAL,SS,59,202,18,42,0.208,9,2,4,16,67,8,71,16,0.242,0.332,0.573,1.5
19,Cody BellingerLAD,CF,58,213,26,45,0.211,13,2,8,24,86,19,70,8,0.279,0.404,0.683,1
20,Christian YelichMIL,LF,63,239,39,57,0.238,9,2,7,23,91,29,68,10,0.324,0.381,0.704,1.1
21,Matt OlsonATL,1B,65,248,26,61,0.246,24,0,8,31,109,39,67,0,0.349,0.44,0.789,0.9
21,Aaron JudgeNYY,RF,62,237,54,74,0.312,10,0,25,49,159,32,67,4,0.388,0.671,1.059,3.4
21,Luke VoitSD,DH,47,176,24,41,0.233,10,0,8,29,75,22,67,1,0.318,0.426,0.745,0.6
21,Shohei OhtaniLAA,SP,63,243,42,64,0.263,13,1,13,37,118,24,67,7,0.337,0.486,0.823,1.1
25,Mike TroutLAA,CF,58,204,44,59,0.289,15,1,18,38,130,31,66,0,0.393,0.637,1.031,3.6
26,Bo BichetteTOR,SS,63,265,35,69,0.26,15,0,10,33,114,17,65,4,0.305,0.43,0.735,1.3
27,Nick CastellanosPHI,LF,65,249,29,65,0.261,17,0,7,36,103,20,64,2,0.319,0.414,0.732,-0.1
28,Eduardo EscobarNYM,3B,60,229,29,54,0.236,16,3,5,25,91,23,63,0,0.301,0.397,0.698,0.3
28,Trent GrishamSD,CF,64,213,25,40,0.188,10,2,5,25,69,28,63,2,0.287,0.324,0.611,0.8
30,Sean MurphyOAK,C,60,216,24,44,0.204,15,1,7,25,82,19,62,0,0.281,0.38,0.661,0.6
30,Pavin SmithARI,RF,59,194,18,37,0.191,6,0,8,27,67,22,62,1,0.274,0.345,0.619,-0.1
30,Bobby Witt Jr.KC,SS,61,233,36,57,0.245,15,4,8,32,104,12,62,10,0.287,0.446,0.733,0.8
33,Brett PhillipsTB,RF,48,130,14,21,0.162,4,0,4,10,37,10,61,6,0.225,0.285,0.51,0.8
34,Salvador PerezKC,C,53,210,24,45,0.214,13,1,10,32,90,8,60,0,0.253,0.429,0.682,0.7
34,Randy ArozarenaTB,RF,62,237,30,61,0.257,14,2,7,31,100,14,60,12,0.311,0.422,0.733,0.8
34,Bryan ReynoldsPIT,LF,60,226,28,57,0.252,8,2,11,21,102,24,60,3,0.328,0.451,0.779,1.2
37,Avisail GarciaMIA,RF,53,196,19,45,0.23,5,0,4,16,62,8,59,3,0.271,0.316,0.588,-0.2
37,Randal GrichukCOL,CF,55,197,24,51,0.259,6,0,6,30,75,10,59,2,0.299,0.381,0.679,-0.5
37,Chad PinderOAK,LF,47,165,15,41,0.248,9,0,5,16,65,7,59,2,0.277,0.394,0.671,-0.5
37,Seth BrownOAK,LF,62,193,19,39,0.202,11,2,8,31,78,17,59,6,0.269,0.404,0.673,-0.1
37,Jake CronenworthSD,SS,65,251,40,63,0.251,16,2,6,40,101,29,59,0,0.341,0.402,0.744,2.6
37,Daulton VarshoARI,CF,60,219,31,54,0.247,13,0,9,28,94,18,59,4,0.311,0.429,0.741,1.6
37,Jazz Chisholm Jr.MIA,2B,52,190,34,46,0.242,7,4,13,41,100,17,59,10,0.303,0.526,0.83,2.1
44,Tommy PhamCIN,LF,56,204,38,51,0.25,9,0,9,26,87,31,58,5,0.345,0.426,0.771,1
44,Robbie GrossmanDET,LF,49,162,13,31,0.191,6,0,0,11,37,21,58,2,0.291,0.228,0.519,-0.7
44,Andrew VelazquezLAA,SS,58,174,18,30,0.172,6,0,4,17,48,8,58,8,0.219,0.276,0.495,0.7
44,Jesus SanchezMIA,RF,55,189,25,42,0.222,7,3,8,23,79,10,58,1,0.267,0.418,0.685,0.2
44,Nathaniel LoweTEX,1B,59,222,25,61,0.275,9,1,8,25,96,15,58,1,0.321,0.432,0.753,0.5
44,Alec BohmPHI,3B,63,235,32,60,0.255,9,1,4,24,83,14,58,1,0.293,0.353,0.646,-0.7
50,Miguel CabreraDET,1B,55,197,14,58,0.294,6,0,3,21,73,11,57,0,0.332,0.371,0.702,0
