RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Kyle SchwarberPHI,LF,142,535,89,115,0.215,20,2,40,85,259,73,185,8,0.312,0.484,0.796,1.3
2,Eugenio SuarezSEA,3B,142,511,72,120,0.235,23,2,31,84,240,71,183,0,0.335,0.47,0.805,4.6
3,Dansby SwansonATL,SS,149,586,93,164,0.28,30,1,21,88,259,47,167,18,0.334,0.442,0.776,4.9
4,Patrick WisdomCHC,3B,123,432,61,91,0.211,25,0,23,60,185,51,166,7,0.303,0.428,0.731,0.8
4,Adolis GarciaTEX,RF,143,559,82,141,0.252,30,5,25,94,256,38,166,24,0.302,0.458,0.76,3.2
6,Aaron JudgeNYY,CF,144,533,125,169,0.317,27,0,60,128,376,94,160,16,0.421,0.705,1.126,9.7
7,Matt ChapmanTOR,3B,143,499,80,119,0.238,27,1,27,75,229,60,159,2,0.328,0.459,0.787,3.6
7,Luke VoitSD/WSH,1B,122,450,52,106,0.236,20,0,21,64,189,54,159,1,0.324,0.42,0.744,1.5
9,Tommy PhamBOS/CIN,LF,133,513,86,126,0.246,21,1,16,59,197,52,157,8,0.319,0.384,0.703,1
10,C.J. CronCOL,1B,142,547,77,146,0.267,28,3,29,101,267,41,155,0,0.325,0.488,0.813,2.7
10,Matt OlsonATL,1B,149,572,77,134,0.234,42,0,28,91,260,69,155,0,0.319,0.455,0.774,2.3
10,Austin RileyATL,3B,147,572,85,158,0.276,37,2,37,92,310,50,155,2,0.347,0.542,0.889,5.8
13,Chris TaylorLAD,LF,112,379,43,83,0.219,24,3,10,40,143,42,154,10,0.303,0.377,0.68,0.6
14,Rhys HoskinsPHI,1B,143,537,76,132,0.246,28,2,28,72,248,67,149,2,0.334,0.462,0.796,2.8
14,Shohei OhtaniLAA,SP,144,534,85,144,0.27,27,6,34,89,285,71,149,11,0.358,0.534,0.892,3.5
16,Joey GalloLAD/NYY,LF,116,326,45,54,0.166,8,2,18,43,120,53,148,3,0.288,0.368,0.656,0.4
17,Christian YelichMIL,LF,141,531,94,138,0.26,25,4,12,53,207,78,147,16,0.359,0.39,0.749,2.7
17,Franmil ReyesCLE/CHC,DH,107,403,38,90,0.223,15,2,13,42,148,26,147,2,0.27,0.367,0.637,-0.9
19,Willy AdamesMIL,SS,127,508,82,124,0.244,30,0,31,95,247,49,146,7,0.31,0.486,0.796,4.5
20,Bo BichetteTOR,SS,147,604,86,171,0.283,41,1,24,89,286,39,145,11,0.328,0.474,0.801,3.5
20,Brandon MarshPHI/LAA,CF,122,381,43,91,0.239,13,4,10,49,142,25,145,10,0.289,0.373,0.662,1.1
22,Ryan McMahonCOL,3B,141,487,62,120,0.246,22,3,17,63,199,59,144,7,0.332,0.409,0.741,2.8
23,Julio RodriguezSEA,CF,128,499,80,139,0.279,23,3,27,73,249,40,143,25,0.341,0.499,0.84,5.6
24,Teoscar HernandezTOR,RF,119,452,59,117,0.259,30,1,20,67,209,32,142,6,0.311,0.462,0.773,2.6
25,Ian HappCHC,LF,145,528,67,143,0.271,39,2,17,69,237,53,141,8,0.342,0.449,0.791,4.1
26,Randy ArozarenaTB,LF,141,541,66,144,0.266,37,2,19,79,242,41,140,31,0.33,0.447,0.777,2.8
27,Cody BellingerLAD,CF,131,464,66,93,0.2,24,3,17,58,174,38,139,14,0.262,0.375,0.637,1
28,Jared WalshLAA,1B,118,423,41,91,0.215,18,2,15,44,158,27,138,2,0.269,0.374,0.642,-0.7
29,Javier BaezDET,SS,133,508,57,122,0.24,26,4,14,58,198,25,137,9,0.281,0.39,0.671,2.4
29,Ryan MountcastleBAL,1B,132,507,57,123,0.243,26,0,22,80,215,37,137,4,0.295,0.424,0.72,1.3
31,J.D. MartinezBOS,DH,127,490,67,133,0.271,40,1,12,55,211,49,134,0,0.341,0.431,0.771,0.9
31,Jorge MateoBAL,SS,136,449,57,99,0.22,22,7,13,48,174,24,134,31,0.267,0.388,0.654,3
33,Josh DonaldsonNYY,3B,121,436,55,98,0.225,27,0,15,57,170,51,133,2,0.313,0.39,0.703,2.6
33,Trent GrishamSD,CF,140,424,55,80,0.189,15,2,17,52,150,57,133,6,0.294,0.354,0.648,2.3
35,Max MuncyLAD,3B,123,425,68,86,0.202,20,1,21,65,171,81,131,2,0.329,0.402,0.731,2.8
35,Seth BrownOAK,1B,137,454,48,104,0.229,25,2,23,62,202,42,131,9,0.298,0.445,0.743,1.7
37,Paul GoldschmidtSTL,1B,141,528,103,169,0.32,40,0,35,112,314,77,130,6,0.408,0.595,1.003,7.6
37,Bryan ReynoldsPIT,CF,133,498,65,129,0.259,15,4,24,56,224,50,130,6,0.336,0.45,0.786,2.6
37,Nathaniel LoweTEX,1B,143,543,69,167,0.308,25,3,25,71,273,43,130,2,0.363,0.503,0.865,3.1
37,Daulton VarshoARI,RF,139,489,74,119,0.243,22,3,26,71,225,44,130,12,0.311,0.46,0.771,5
41,Mike YastrzemskiSF,CF,135,438,63,91,0.208,27,2,13,48,161,56,128,5,0.302,0.368,0.67,1.4
41,Jeremy PenaHOU,SS,125,482,66,120,0.249,19,1,19,53,198,22,128,11,0.287,0.411,0.698,4.2
43,Mike TroutLAA,CF,107,392,74,107,0.273,20,2,36,71,239,47,127,1,0.36,0.61,0.969,5.3
43,Kole CalhounTEX,RF,114,368,36,75,0.204,14,1,12,47,127,25,127,2,0.264,0.345,0.609,-1.4
43,Trey ManciniBAL/HOU,DH,133,489,55,121,0.247,21,1,18,62,198,51,127,0,0.329,0.405,0.733,1.9
43,Christopher MorelCHC,CF,102,349,53,82,0.235,16,4,14,39,148,35,127,10,0.308,0.424,0.733,1
47,Francisco LindorNYM,SS,150,584,92,158,0.271,22,5,25,99,265,59,125,16,0.344,0.454,0.798,5.5
48,Nick CastellanosPHI,RF,128,499,53,132,0.265,27,0,13,61,198,27,124,7,0.305,0.397,0.702,-0.4
48,Michael ChavisPIT,1B,127,394,39,92,0.234,16,3,14,49,156,18,124,1,0.268,0.396,0.664,0.1
50,Pete AlonsoNYM,1B,150,562,84,149,0.265,25,0,37,121,285,60,123,5,0.344,0.507,0.851,3.6
