Rank,Player,Strikeouts
1,Suarez • SEA,177
2,Schwarber • PHI,172
3,Wisdom • CHC,158
4,García • TEX,156
5,Swanson • ATL,155
6,Judge • NYY,147
7,Voit • 2TM,144
8,Chapman • TOR,141
NA,Pham • 2TM,141
10,Riley • ATL,140
NA,Cron • COL,140
