RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Patrick WisdomCHC,3B,34,117,18,24,0.205,8,0,6,17,50,9,53,0,0.266,0.427,0.693,-0.2
2,Franmil ReyesCLE,DH,31,118,9,24,0.203,1,0,3,12,34,9,52,0,0.264,0.288,0.552,-0.6
2,Dansby SwansonATL,SS,38,128,19,29,0.227,7,1,4,16,50,14,52,4,0.306,0.391,0.696,0.7
4,Eugenio SuarezSEA,3B,38,139,21,30,0.216,8,1,7,19,61,18,49,0,0.314,0.439,0.753,0.7
4,Kyle SchwarberPHI,DH,36,132,21,25,0.189,4,0,9,21,56,18,49,2,0.294,0.424,0.718,0.1
6,Chris TaylorLAD,DH,34,117,16,29,0.248,8,1,3,15,48,15,48,3,0.333,0.41,0.744,0.1
6,Julio RodriguezSEA,CF,38,141,15,38,0.27,5,1,3,14,54,11,48,11,0.327,0.383,0.71,0.6
8,Adam DuvallATL,RF,37,131,15,26,0.198,6,0,2,15,38,9,47,0,0.257,0.29,0.547,-0.2
9,Cody BellingerLAD,CF,36,132,17,27,0.205,9,2,5,14,55,12,46,4,0.276,0.417,0.693,0.8
10,Joey GalloNYY,LF,35,102,11,18,0.176,1,0,5,7,34,17,45,0,0.294,0.333,0.627,0.3
10,Adolis GarciaTEX,RF,36,138,23,29,0.21,6,2,6,24,57,9,45,4,0.265,0.413,0.678,0.6
12,Rhys HoskinsPHI,1B,37,138,21,33,0.239,7,1,7,20,63,16,44,0,0.316,0.457,0.773,0.5
13,Trevor StoryBOS,2B,33,126,19,29,0.23,8,0,5,23,52,15,43,5,0.317,0.413,0.73,0.5
14,Robbie GrossmanDET,LF,34,116,10,24,0.207,4,0,0,10,28,19,42,1,0.329,0.241,0.57,0
14,Willy AdamesMIL,SS,35,130,23,27,0.208,6,0,9,24,60,17,42,1,0.304,0.462,0.766,1.1
14,Tyler O'NeillSTL,LF,32,118,14,23,0.195,4,1,2,20,35,11,42,3,0.256,0.297,0.552,-0.5
14,Austin RileyATL,3B,37,144,17,35,0.243,9,0,8,18,68,14,42,2,0.327,0.472,0.799,0.6
14,Bo BichetteTOR,SS,38,157,17,38,0.242,7,0,4,16,57,9,42,4,0.283,0.363,0.646,0.2
14,Seiya SuzukiCHC,RF,35,117,16,29,0.248,10,1,4,18,53,18,42,1,0.35,0.453,0.803,0.7
20,Aaron JudgeNYY,RF,36,137,32,42,0.307,7,0,14,30,91,17,41,2,0.381,0.664,1.045,2.1
20,Ryan McMahonCOL,2B,36,131,20,36,0.275,8,1,4,20,58,15,41,0,0.362,0.443,0.805,1.1
20,Randy ArozarenaTB,RF,37,142,16,32,0.225,10,1,2,12,50,8,41,6,0.27,0.352,0.622,0.1
20,Pavin SmithARI,RF,37,118,8,26,0.22,5,0,3,15,40,13,41,1,0.301,0.339,0.64,0.3
24,C.J. CronCOL,1B,37,144,23,46,0.319,9,1,10,30,87,9,40,0,0.365,0.604,0.97,1.9
24,Jorge SolerMIA,RF,35,133,13,26,0.195,5,0,7,18,52,16,40,0,0.287,0.391,0.678,0.6
24,Shohei OhtaniLAA,P,39,158,27,39,0.247,8,0,8,27,71,13,40,5,0.304,0.449,0.753,0.5
24,Brandon MarshLAA,CF,34,110,16,31,0.282,4,0,4,22,47,9,40,3,0.339,0.427,0.766,0.9
28,Eduardo EscobarNYM,3B,37,137,16,28,0.204,9,2,2,9,47,20,39,0,0.304,0.343,0.647,0.2
28,Giancarlo StantonNYY,DH,35,135,15,40,0.296,3,0,11,35,76,12,39,0,0.347,0.563,0.91,1.3
28,Jorge PolancoMIN,SS,37,136,15,32,0.235,8,0,4,22,52,21,39,2,0.335,0.382,0.718,1.3
28,Sean MurphyOAK,C,37,132,17,25,0.189,10,1,4,20,49,12,39,0,0.268,0.371,0.64,0
28,Trent GrishamSD,CF,37,124,8,19,0.153,5,2,1,11,31,16,39,0,0.261,0.25,0.511,-0.1
28,Jesus SanchezMIA,RF,34,122,17,27,0.221,3,2,4,13,46,8,39,0,0.28,0.377,0.657,0.2
