RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Franmil ReyesCLE,DH,27,109,9,23,0.211,1,0,3,10,33,6,48,0,0.259,0.303,0.561,-0.5
2,Eugenio SuarezSEA,3B,32,118,15,24,0.203,6,1,6,18,50,16,45,0,0.304,0.424,0.727,0.4
2,Patrick WisdomCHC,3B,29,99,16,22,0.222,7,0,5,16,44,8,45,0,0.284,0.444,0.729,-0.1
4,Dansby SwansonATL,SS,33,110,17,26,0.236,7,1,3,14,44,12,43,4,0.309,0.4,0.709,0.6
5,Chris TaylorLAD,DH,28,99,13,26,0.263,7,1,2,13,41,11,42,2,0.33,0.414,0.744,0
6,Adam DuvallATL,RF,32,115,13,23,0.2,6,0,2,15,35,8,41,0,0.26,0.304,0.564,-0.2
6,Kyle SchwarberPHI,DH,31,116,19,22,0.19,4,0,8,20,50,15,41,2,0.286,0.431,0.717,0.1
6,Cody BellingerLAD,CF,31,116,14,23,0.198,7,1,5,12,47,9,41,3,0.262,0.405,0.667,0.7
6,Julio RodriguezSEA,CF,32,118,12,29,0.246,5,1,1,11,39,9,41,10,0.305,0.331,0.635,0.7
10,Ryan McMahonCOL,2B,31,112,14,28,0.25,7,1,2,14,43,12,40,0,0.339,0.384,0.723,0.7
10,Willy AdamesMIL,SS,33,125,21,26,0.208,6,0,8,23,56,17,40,1,0.308,0.448,0.756,1.1
10,Rhys HoskinsPHI,1B,32,119,17,26,0.218,7,1,5,16,50,14,40,0,0.299,0.42,0.719,0.1
10,Adolis GarciaTEX,RF,31,118,18,23,0.195,4,2,4,18,43,8,40,4,0.254,0.364,0.618,0.3
14,Jorge SolerMIA,RF,32,122,10,22,0.18,5,0,5,14,42,14,38,0,0.27,0.344,0.614,0.3
15,Giancarlo StantonNYY,DH,30,116,14,33,0.284,1,0,10,30,64,8,37,0,0.323,0.552,0.875,1
15,Trevor StoryBOS,2B,27,105,10,22,0.21,7,0,1,15,32,9,37,1,0.28,0.305,0.584,-0.3
15,Aaron JudgeNYY,RF,31,118,27,36,0.305,6,0,12,27,78,14,37,2,0.376,0.661,1.037,1.6
15,Sean MurphyOAK,C,32,115,17,24,0.209,10,1,4,17,48,9,37,0,0.279,0.417,0.696,0
15,Bo BichetteTOR,SS,33,138,15,34,0.246,7,0,3,14,50,7,37,3,0.283,0.362,0.645,-0.1
20,Robbie GrossmanDET,LF,29,97,10,21,0.216,4,0,0,10,25,19,36,1,0.35,0.258,0.608,0.2
20,Joey GalloNYY,LF,29,84,8,17,0.202,1,0,4,5,30,12,36,0,0.302,0.357,0.659,0
20,Matt ChapmanTOR,3B,33,114,11,22,0.193,5,0,5,15,42,12,36,0,0.268,0.368,0.636,0.1
20,Tyler O'NeillSTL,LF,29,109,14,21,0.193,4,1,2,19,33,11,36,3,0.258,0.303,0.561,-0.3
20,Austin RileyATL,3B,32,122,16,28,0.23,8,0,7,14,57,14,36,1,0.329,0.467,0.796,0.7
20,Brandon MarshLAA,CF,30,94,14,25,0.266,3,0,4,20,40,7,36,3,0.321,0.426,0.746,0.6
20,Jarred KelenicSEA,CF,30,86,10,12,0.14,2,1,3,10,25,9,36,4,0.219,0.291,0.509,0
27,Chad PinderOAK,3B,23,86,8,21,0.244,3,0,3,11,33,1,35,1,0.25,0.384,0.634,-0.3
27,Randy ArozarenaTB,RF,32,124,14,27,0.218,10,1,1,9,42,7,35,6,0.265,0.339,0.604,-0.1
27,Sheldon NeuseOAK,3B,32,114,14,32,0.281,2,2,2,14,44,9,35,4,0.344,0.386,0.73,0.8
27,Spencer TorkelsonDET,1B,30,92,7,15,0.163,1,0,3,9,25,14,35,0,0.287,0.272,0.559,-0.2
31,Hunter RenfroeMIL,RF,30,114,16,26,0.228,5,0,8,13,55,6,34,0,0.264,0.482,0.747,0.5
31,Joey BartSF,C,20,60,10,10,0.167,1,0,3,6,20,10,34,1,0.315,0.333,0.648,0
33,Avisail GarciaMIA,RF,29,105,7,21,0.2,3,0,2,7,30,3,33,2,0.236,0.286,0.522,0
33,Bryce HarperPHI,RF,33,127,27,37,0.291,13,1,8,24,76,11,33,6,0.35,0.598,0.948,0.9
33,Nick CastellanosPHI,LF,33,121,17,35,0.289,9,0,5,21,59,10,33,2,0.351,0.488,0.838,0.7
33,C.J. CronCOL,1B,32,123,16,38,0.309,8,1,9,24,75,7,33,0,0.353,0.61,0.963,1.4
33,Trent GrishamSD,CF,32,105,7,16,0.152,3,2,1,9,26,15,33,0,0.27,0.248,0.518,-0.2
