Rank,Player,Strikeouts
1,Suarez • SEA,86
2,Wisdom • CHC,81
3,Schwarber • PHI,78
4,Riley • ATL,75
NA,Rodriguez • SEA,75
6,Taylor • LAD,74
7,Story • BOS,73
8,Duvall • ATL,71
NA,Cron • COL,71
10,Walsh • LAA,69
NA,Hoskins • PHI,69
NA,García • TEX,69
