Rank,Player,Strikeouts
1,Suarez • SEA,137
2,Schwarber • PHI,130
3,Wisdom • CHC,129
4,Marsh • LAA,115
NA,García • TEX,115
6,Cron • COL,114
7,Judge • NYY,113
8,Swanson • ATL,110
9,Bichette • TOR,108
10,Olson • ATL,107
NA,Riley • ATL,107
NA,Voit • SDP,107
